Strategy,Sharpe Ratio,Max Drawdown (%),Final Return (%)
" Fixed Strategy: Entry=2, Stop=3",0.11141266379969943,7.41991947578405,11.875699322943639
Dynamic Agent,0.06095400292606693,10.659930866784025,9.157667082149414
" Fixed Strategy: Entry=1, Stop=2",0.05153980099829202,10.701995355670746,9.067199607844199
" Fixed Strategy: Entry=3, Stop=4",0.1522740675335877,3.5806791432391383,4.764141767018085
" Fixed Strategy: Entry=4, Stop=5",0.07113415445978997,0.2733719263071776,0.8365676580589552
