Strategy,Sharpe Ratio,Max Drawdown (%),Final Return (%)
" Fixed Strategy: Entry=2, Stop=3",0.04009067224818351,8.97374175509401,4.273093261115501
" Fixed Strategy: Entry=3, Stop=4",0.08370457756033674,3.933500289019401,2.6181600719031577
" Fixed Strategy: Entry=4, Stop=5",0.02415831040009958,0.3240997460467119,0.28413243585907355
Dynamic Agent,-0.022913472269916052,13.005154723502708,-3.442093545947527
" Fixed Strategy: Entry=1, Stop=2",-0.05219862469291793,17.434323612332708,-9.181928103703315
