Open Time,Open,High,Low,Close,Volume
2025-01-01 00:00:00,14720928.0,14729610.0,14720928.0,14729318.0,0.107996
2025-01-01 00:05:00,14729318.0,14729318.0,14723100.0,14723100.0,0.200607
2025-01-01 00:10:00,14723100.0,14723100.0,14701912.0,14705360.0,0.19288
2025-01-01 00:15:00,14714463.0,14740387.0,14709595.0,14740387.0,0.047632999999999995
2025-01-01 00:20:00,14740387.0,14740387.0,14727464.0,14727466.0,0.022603
2025-01-01 00:25:00,14727465.0,14728810.0,14727465.0,14728810.0,0.022012000000000004
2025-01-01 00:30:00,14730047.0,14753654.0,14730047.0,14750104.0,0.017129000000000002
2025-01-01 00:35:00,14750747.0,14751856.0,14750637.0,14750639.0,0.020753
2025-01-01 00:40:00,14751896.0,14763984.0,14751896.0,14761604.0,0.01424
2025-01-01 00:45:00,14757139.0,14764675.0,14756886.0,14764675.0,0.007429999999999999
2025-01-01 00:50:00,14764675.0,14802875.0,14761678.0,14802875.0,0.096748
2025-01-01 00:55:00,14803911.0,14826015.0,14786492.0,14815360.0,2.006491
2025-01-01 01:00:00,14809997.0,14809997.0,14779400.0,14780519.0,0.119443
2025-01-01 01:05:00,14780135.0,14780135.0,14752700.0,14754770.0,0.06031
2025-01-01 01:10:00,14765519.0,14765519.0,14765519.0,14765519.0,0.002031
2025-01-01 01:15:00,14773456.0,14773456.0,14752063.0,14752063.0,0.111278
2025-01-01 01:20:00,14752063.0,14752063.0,14730686.0,14738725.0,0.110589
2025-01-01 01:25:00,14738725.0,14738725.0,14729124.0,14731736.0,0.106722
2025-01-01 01:30:00,14731752.0,14755803.0,14731752.0,14755803.0,1.46998
2025-01-01 01:35:00,14756052.0,14756072.0,14748921.0,14754047.0,0.108889
2025-01-01 01:40:00,14754047.0,14759559.0,14754047.0,14759559.0,0.001322
2025-01-01 01:45:00,14759559.0,14759559.0,14746817.0,14746820.0,0.062916
2025-01-01 01:50:00,14744768.0,14744768.0,14717802.0,14731695.0,1.191633
2025-01-01 01:55:00,14731695.0,14731695.0,14723429.0,14723429.0,0.015439
2025-01-01 02:00:00,14722082.0,14754635.0,14721935.0,14752962.0,0.745806
2025-01-01 02:05:00,14752961.0,14765148.0,14751395.0,14751395.0,0.617272
2025-01-01 02:10:00,14751395.0,14763421.0,14742994.0,14763421.0,0.152179
2025-01-01 02:15:00,14764122.0,14766293.0,14751055.0,14766293.0,0.38413200000000003
2025-01-01 02:20:00,14766293.0,14771443.0,14760493.0,14763878.0,0.129098
2025-01-01 02:25:00,14763878.0,14766640.0,14759984.0,14766640.0,0.387752
2025-01-01 02:30:00,14770053.0,14775750.0,14770053.0,14773472.0,0.137814
2025-01-01 02:35:00,14773656.0,14788078.0,14772455.0,14788071.0,0.224713
2025-01-01 02:40:00,14788974.0,14802960.0,14788974.0,14799661.0,0.7362629999999999
2025-01-01 02:45:00,14800740.0,14809620.0,14799889.0,14804599.0,0.78692
2025-01-01 02:50:00,14804597.0,14831852.0,14804597.0,14824016.0,0.616144
2025-01-01 02:55:00,14824016.0,14824016.0,14819913.0,14821724.0,0.020584
2025-01-01 03:00:00,14821725.0,14821865.0,14811998.0,14812001.0,0.09044200000000001
2025-01-01 03:05:00,14811998.0,14819502.0,14811000.0,14811000.0,0.054284
2025-01-01 03:10:00,14812426.0,14814178.0,14806535.0,14811656.0,0.027053000000000004
2025-01-01 03:15:00,14811656.0,14811656.0,14793288.0,14793288.0,0.064085
2025-01-01 03:20:00,14793288.0,14793288.0,14784215.0,14788073.0,0.05505
2025-01-01 03:25:00,14788073.0,14795914.0,14788073.0,14795392.0,0.016893
2025-01-01 03:30:00,14795392.0,14795392.0,14793103.0,14793103.0,6.4e-05
2025-01-01 03:35:00,14794586.0,14794586.0,14790444.0,14790444.0,0.012393000000000001
2025-01-01 03:40:00,14790444.0,14803309.0,14790444.0,14800591.0,0.045565
2025-01-01 03:45:00,14800591.0,14800591.0,14772603.0,14778833.0,0.076765
2025-01-01 03:50:00,14774585.0,14778455.0,14773022.0,14778389.0,0.11071299999999999
2025-01-01 03:55:00,14778709.0,14780041.0,14778709.0,14780041.0,0.032404
2025-01-01 04:00:00,14780043.0,14780043.0,14766537.0,14766537.0,0.044371999999999995
2025-01-01 04:05:00,14772051.0,14772628.0,14766223.0,14766223.0,0.008534
2025-01-01 04:10:00,14764909.0,14765339.0,14759987.0,14765339.0,0.063538
2025-01-01 04:15:00,14761605.0,14770558.0,14761605.0,14770558.0,0.210711
2025-01-01 04:20:00,14770400.0,14778324.0,14768171.0,14768194.0,0.055467
2025-01-01 04:25:00,14768194.0,14769598.0,14766521.0,14766930.0,0.166074
2025-01-01 04:30:00,14766930.0,14773414.0,14766930.0,14768246.0,0.081261
