Open Time,Open,High,Low,Close,Volume
2025-01-01 00:00:00,90197.71,90329.12,90173.74,90291.57,0.9813700000000001
2025-01-01 00:05:00,90279.62,90290.25,90218.06,90230.21,0.14064
2025-01-01 00:10:00,90233.62,90262.17,90114.05,90262.17,0.32542
2025-01-01 00:15:00,90265.46,90499.91,90242.98,90399.22,2.1074
2025-01-01 00:20:00,90417.62,90518.1,90307.68,90339.06,1.71535
2025-01-01 00:25:00,90350.4,90377.31,90325.6,90372.24,0.31417
2025-01-01 00:30:00,90372.71,90559.82,90372.71,90491.21,0.5880500000000001
2025-01-01 00:35:00,90486.65,90518.81,90448.71,90518.68,0.84058
2025-01-01 00:40:00,90509.91,90555.51,90482.28,90499.86,0.21234
2025-01-01 00:45:00,90500.06,90594.92,90474.35,90594.92,0.24636
2025-01-01 00:50:00,90575.56,90895.43,90575.41,90842.79,0.48248
2025-01-01 00:55:00,90819.57,91053.12,90801.89,90993.08,1.2391100000000002
2025-01-01 01:00:00,90923.63,90923.63,90699.57,90699.57,0.21436
2025-01-01 01:05:00,90709.09,90709.09,90525.09,90649.88,1.1888
2025-01-01 01:10:00,90675.2,90776.37,90675.2,90746.72,0.45573
2025-01-01 01:15:00,90744.96,90744.96,90577.42,90590.36,0.27363000000000004
2025-01-01 01:20:00,90591.0,90591.41,90460.97,90513.13,0.14229
2025-01-01 01:25:00,90544.85,90544.85,90453.7,90453.7,0.38614
2025-01-01 01:30:00,90453.69,90602.39,90453.69,90555.6,0.20265000000000002
2025-01-01 01:35:00,90587.31,90587.31,90527.99,90550.0,0.63869
2025-01-01 01:40:00,90550.0,90591.92,90537.25,90540.83,0.19030999999999998
2025-01-01 01:45:00,90537.41,90555.61,90442.43,90442.43,0.36167
2025-01-01 01:50:00,90470.32,90470.32,90209.41,90262.98,0.56452
2025-01-01 01:55:00,90259.51,90267.46,90215.4,90254.1,0.07175
2025-01-01 02:00:00,90242.8,90424.66,90242.8,90398.05,0.27254
2025-01-01 02:05:00,90388.03,90397.78,90308.81,90308.81,0.40251000000000003
2025-01-01 02:10:00,90318.7,90453.68,90318.68,90435.98,0.49022
2025-01-01 02:15:00,90435.97,90435.98,90327.1,90404.75,0.33904
2025-01-01 02:20:00,90404.75,90423.97,90353.29,90367.93,0.24772
2025-01-01 02:25:00,90363.19,90380.79,90360.0,90379.36,0.10921
2025-01-01 02:30:00,90399.18,90472.8,90399.18,90445.2,0.36456
2025-01-01 02:35:00,90447.64,90549.99,90426.81,90540.27,0.26917
2025-01-01 02:40:00,90531.02,90582.36,90509.99,90573.41,0.19245
2025-01-01 02:45:00,90600.0,90624.18,90563.27,90583.53,0.43387
2025-01-01 02:50:00,90592.13,90740.42,90592.13,90675.22,0.6804
2025-01-01 02:55:00,90688.61,90728.03,90672.8,90716.42,0.46076000000000006
2025-01-01 03:00:00,90736.95,90736.95,90578.5,90602.36,0.80687
2025-01-01 03:05:00,90612.61,90673.95,90578.77,90599.29,0.46434
2025-01-01 03:10:00,90601.6,90618.79,90584.97,90596.42,0.06242999999999999
2025-01-01 03:15:00,90597.71,90597.71,90455.83,90465.24,0.5699000000000001
2025-01-01 03:20:00,90464.31,90486.25,90401.83,90463.19,0.24063
2025-01-01 03:25:00,90470.71,90488.76,90450.3,90450.3,0.0405
2025-01-01 03:30:00,90458.65,90472.8,90446.42,90463.6,0.17214
2025-01-01 03:35:00,90450.13,90479.35,90438.79,90479.35,0.05929
2025-01-01 03:40:00,90477.74,90513.43,90454.42,90472.35,0.19012
2025-01-01 03:45:00,90450.41,90486.56,90364.9,90389.99,0.56404
2025-01-01 03:50:00,90404.43,90435.98,90404.43,90420.97,0.04366
2025-01-01 03:55:00,90425.75,90470.88,90419.53,90451.46,0.006400000000000001
2025-01-01 04:00:00,90442.1,90445.11,90365.09,90390.28,0.35895
2025-01-01 04:05:00,90433.36,90435.75,90364.9,90364.9,0.18018
2025-01-01 04:10:00,90364.9,90364.9,90327.83,90362.35,0.10792
2025-01-01 04:15:00,90340.2,90361.41,90309.56,90319.67,0.058980000000000005
2025-01-01 04:20:00,90351.72,90404.94,90319.67,90320.47,0.24151
2025-01-01 04:25:00,90329.61,90369.15,90328.03,90368.36,0.16246
2025-01-01 04:30:00,90368.39,90375.18,90319.67,90319.68,0.0727
2025-01-01 04:35:00,90319.66,90319.66,90266.67,90276.12,0.19058
2025-01-01 04:40:00,90275.9,90281.48,90275.76,90280.7,0.00132
2025-01-01 04:45:00,90289.52,90298.05,90249.3,90270.42,0.93304
2025-01-01 04:50:00,90271.13,90313.23,90256.23,90288.74,0.15667999999999999
2025-01-01 04:55:00,90279.61,90308.61,90154.85,90199.43,1.59134
