timestamp,BCH/USDT_2024_5m,BTC/USDT_2024_5m
2024-01-01 00:00:00,259.9,42397.23
2024-01-01 00:05:00,259.9,42409.96
2024-01-01 00:10:00,259.6,42488.0
2024-01-01 00:15:00,259.6,42458.85
2024-01-01 00:20:00,259.9,42473.93
2024-01-01 00:25:00,258.6,42419.73
2024-01-01 00:30:00,258.2,42362.93
2024-01-01 00:35:00,258.8,42447.82
2024-01-01 00:40:00,259.3,42441.32
2024-01-01 00:45:00,259.5,42422.46
2024-01-01 00:50:00,259.6,42459.55
2024-01-01 00:55:00,259.9,42475.23
2024-01-01 01:00:00,258.8,42435.53
2024-01-01 01:05:00,258.9,42436.8
2024-01-01 01:10:00,259.1,42466.33
2024-01-01 01:15:00,258.7,42493.61
2024-01-01 01:20:00,258.0,42478.07
2024-01-01 01:25:00,258.8,42493.16
2024-01-01 01:30:00,259.6,42565.22
2024-01-01 01:35:00,259.8,42717.52
2024-01-01 01:40:00,260.9,42697.5
2024-01-01 01:45:00,260.7,42698.01
2024-01-01 01:50:00,260.5,42664.45
2024-01-01 01:55:00,260.6,42613.56
2024-01-01 02:00:00,260.1,42563.79
2024-01-01 02:05:00,260.7,42548.93
2024-01-01 02:10:00,261.2,42556.63
2024-01-01 02:15:00,260.9,42535.99
2024-01-01 02:20:00,261.1,42546.0
2024-01-01 02:25:00,261.2,42546.01
2024-01-01 02:30:00,262.4,42606.25
2024-01-01 02:35:00,261.9,42572.34
2024-01-01 02:40:00,260.9,42535.75
2024-01-01 02:45:00,260.0,42511.47
2024-01-01 02:50:00,260.0,42566.22
2024-01-01 02:55:00,260.0,42581.1
2024-01-01 03:00:00,259.9,42552.3
2024-01-01 03:05:00,259.5,42538.61
2024-01-01 03:10:00,259.5,42508.24
2024-01-01 03:15:00,258.5,42466.0
2024-01-01 03:20:00,258.7,42439.87
2024-01-01 03:25:00,258.0,42429.47
2024-01-01 03:30:00,259.1,42412.89
2024-01-01 03:35:00,258.9,42388.06
2024-01-01 03:40:00,257.7,42302.19
2024-01-01 03:45:00,258.5,42345.55
2024-01-01 03:50:00,257.7,42316.96
2024-01-01 03:55:00,258.3,42330.49
2024-01-01 04:00:00,258.8,42358.97
2024-01-01 04:05:00,258.8,42355.01
2024-01-01 04:10:00,257.9,42287.5
2024-01-01 04:15:00,256.9,42269.57
2024-01-01 04:20:00,257.4,42315.0
2024-01-01 04:25:00,257.5,42307.39
2024-01-01 04:30:00,257.6,42320.28
2024-01-01 04:35:00,257.6,42339.55
2024-01-01 04:40:00,257.1,42310.98
2024-01-01 04:45:00,257.4,42357.04
2024-01-01 04:50:00,257.4,42366.79
2024-01-01 04:55:00,257.2,42399.99
2024-01-01 05:00:00,257.1,42320.92
2024-01-01 05:05:00,257.8,42339.99
2024-01-01 05:10:00,258.9,42352.0
2024-01-01 05:15:00,258.5,42356.0
2024-01-01 05:20:00,258.4,42338.33
2024-01-01 05:25:00,258.2,42297.91
2024-01-01 05:30:00,257.7,42312.73
2024-01-01 05:35:00,257.5,42280.0
2024-01-01 05:40:00,257.4,42300.02
2024-01-01 05:45:00,256.4,42237.98
2024-01-01 05:50:00,256.2,42227.97
2024-01-01 05:55:00,255.9,42234.01
2024-01-01 06:00:00,256.1,42277.29
2024-01-01 06:05:00,256.6,42290.19
2024-01-01 06:10:00,256.5,42276.01
2024-01-01 06:15:00,257.1,42342.01
2024-01-01 06:20:00,256.7,42311.16
2024-01-01 06:25:00,256.8,42321.1
2024-01-01 06:30:00,257.1,42336.91
2024-01-01 06:35:00,257.3,42354.99
2024-01-01 06:40:00,257.7,42377.62
2024-01-01 06:45:00,258.0,42380.05
2024-01-01 06:50:00,258.9,42411.51
2024-01-01 06:55:00,259.4,42396.69
2024-01-01 07:00:00,260.8,42432.01
2024-01-01 07:05:00,261.2,42471.1
2024-01-01 07:10:00,261.3,42454.01
2024-01-01 07:15:00,265.7,42453.99
2024-01-01 07:20:00,265.5,42454.64
2024-01-01 07:25:00,267.0,42487.7
2024-01-01 07:30:00,268.6,42495.21
2024-01-01 07:35:00,266.7,42496.55
2024-01-01 07:40:00,264.6,42446.72
2024-01-01 07:45:00,264.6,42463.5
2024-01-01 07:50:00,266.1,42470.81
2024-01-01 07:55:00,266.0,42492.46
2024-01-01 08:00:00,264.7,42460.0
2024-01-01 08:05:00,264.6,42484.89
2024-01-01 08:10:00,265.4,42514.28
2024-01-01 08:15:00,264.2,42514.21
2024-01-01 08:20:00,264.1,42510.84
2024-01-01 08:25:00,262.5,42482.0
2024-01-01 08:30:00,262.7,42461.1
2024-01-01 08:35:00,263.5,42472.51
2024-01-01 08:40:00,263.9,42492.91
2024-01-01 08:45:00,263.5,42531.32
2024-01-01 08:50:00,264.4,42544.37
2024-01-01 08:55:00,264.9,42549.99
2024-01-01 09:00:00,264.8,42569.48
2024-01-01 09:05:00,265.2,42548.0
2024-01-01 09:10:00,265.9,42574.24
2024-01-01 09:15:00,264.9,42590.72
2024-01-01 09:20:00,265.6,42647.04
2024-01-01 09:25:00,264.8,42588.01
2024-01-01 09:30:00,264.3,42659.54
2024-01-01 09:35:00,264.6,42691.52
2024-01-01 09:40:00,264.5,42639.02
2024-01-01 09:45:00,263.8,42636.4
2024-01-01 09:50:00,264.0,42650.15
2024-01-01 09:55:00,263.9,42649.69
2024-01-01 10:00:00,265.0,42645.69
2024-01-01 10:05:00,265.7,42654.0
2024-01-01 10:10:00,264.9,42663.27
2024-01-01 10:15:00,266.2,42636.42
2024-01-01 10:20:00,265.7,42680.21
2024-01-01 10:25:00,265.7,42666.42
2024-01-01 10:30:00,265.7,42692.47
2024-01-01 10:35:00,265.2,42683.86
2024-01-01 10:40:00,265.7,42712.0
2024-01-01 10:45:00,265.9,42723.79
2024-01-01 10:50:00,265.1,42717.54
2024-01-01 10:55:00,265.0,42691.1
2024-01-01 11:00:00,265.1,42754.0
2024-01-01 11:05:00,264.9,42750.31
2024-01-01 11:10:00,264.6,42695.16
2024-01-01 11:15:00,264.6,42693.99
2024-01-01 11:20:00,264.3,42665.14
2024-01-01 11:25:00,264.7,42681.1
2024-01-01 11:30:00,264.6,42640.56
2024-01-01 11:35:00,263.9,42639.35
2024-01-01 11:40:00,263.7,42607.81
2024-01-01 11:45:00,263.2,42609.65
2024-01-01 11:50:00,263.4,42647.04
2024-01-01 11:55:00,264.3,42690.2
2024-01-01 12:00:00,264.0,42693.45
2024-01-01 12:05:00,263.1,42649.91
2024-01-01 12:10:00,263.3,42626.53
2024-01-01 12:15:00,263.7,42665.64
2024-01-01 12:20:00,263.0,42684.14
2024-01-01 12:25:00,263.4,42684.15
2024-01-01 12:30:00,263.3,42694.14
2024-01-01 12:35:00,264.1,42777.76
2024-01-01 12:40:00,263.9,42755.76
2024-01-01 12:45:00,263.7,42713.3
2024-01-01 12:50:00,263.1,42683.99
2024-01-01 12:55:00,262.4,42648.38
2024-01-01 13:00:00,262.7,42658.0
2024-01-01 13:05:00,263.0,42685.99
2024-01-01 13:10:00,263.0,42700.08
2024-01-01 13:15:00,263.2,42707.14
2024-01-01 13:20:00,263.0,42720.07
2024-01-01 13:25:00,263.0,42717.27
2024-01-01 13:30:00,263.7,42701.06
2024-01-01 13:35:00,264.0,42708.65
2024-01-01 13:40:00,264.8,42740.76
2024-01-01 13:45:00,263.8,42715.43
2024-01-01 13:50:00,265.3,42721.59
2024-01-01 13:55:00,264.4,42715.54
2024-01-01 14:00:00,263.2,42637.46
2024-01-01 14:05:00,263.6,42678.27
2024-01-01 14:10:00,263.1,42646.99
2024-01-01 14:15:00,263.5,42662.3
2024-01-01 14:20:00,263.4,42615.99
2024-01-01 14:25:00,264.7,42621.09
2024-01-01 14:30:00,265.1,42657.97
2024-01-01 14:35:00,264.6,42618.23
2024-01-01 14:40:00,265.2,42646.56
2024-01-01 14:45:00,264.1,42601.1
2024-01-01 14:50:00,265.4,42625.22
2024-01-01 14:55:00,266.0,42612.24
2024-01-01 15:00:00,266.1,42596.85
2024-01-01 15:05:00,265.2,42643.51
2024-01-01 15:10:00,264.4,42649.99
2024-01-01 15:15:00,263.4,42644.72
2024-01-01 15:20:00,264.4,42717.84
2024-01-01 15:25:00,264.6,42683.2
2024-01-01 15:30:00,263.6,42628.0
2024-01-01 15:35:00,262.7,42653.78
2024-01-01 15:40:00,263.1,42845.96
2024-01-01 15:45:00,262.5,42766.01
2024-01-01 15:50:00,264.1,42787.22
2024-01-01 15:55:00,264.2,42783.05
2024-01-01 16:00:00,263.3,42764.0
2024-01-01 16:05:00,263.5,42826.0
2024-01-01 16:10:00,263.9,42839.74
2024-01-01 16:15:00,263.0,42781.49
2024-01-01 16:20:00,262.1,42675.14
2024-01-01 16:25:00,262.6,42723.04
2024-01-01 16:30:00,263.0,42727.67
2024-01-01 16:35:00,263.1,42778.1
2024-01-01 16:40:00,263.8,42775.59
2024-01-01 16:45:00,263.9,42754.76
2024-01-01 16:50:00,263.5,42717.67
2024-01-01 16:55:00,263.5,42725.15
2024-01-01 17:00:00,263.7,42753.31
2024-01-01 17:05:00,263.3,42759.65
2024-01-01 17:10:00,263.5,42777.53
2024-01-01 17:15:00,262.8,42753.96
2024-01-01 17:20:00,263.1,42750.26
2024-01-01 17:25:00,263.2,42731.11
2024-01-01 17:30:00,262.5,42712.07
2024-01-01 17:35:00,262.6,42708.18
2024-01-01 17:40:00,262.9,42731.04
2024-01-01 17:45:00,264.0,42800.33
2024-01-01 17:50:00,263.8,42818.22
2024-01-01 17:55:00,264.2,42812.7
2024-01-01 18:00:00,264.6,42950.24
2024-01-01 18:05:00,264.7,43009.94
2024-01-01 18:10:00,264.8,43104.16
2024-01-01 18:15:00,265.5,43091.08
2024-01-01 18:20:00,265.4,43119.23
2024-01-01 18:25:00,265.4,43063.05
2024-01-01 18:30:00,265.3,43048.0
2024-01-01 18:35:00,265.6,43089.61
2024-01-01 18:40:00,265.9,43152.11
2024-01-01 18:45:00,265.8,43137.51
2024-01-01 18:50:00,265.6,43136.0
2024-01-01 18:55:00,265.5,43111.1
2024-01-01 19:00:00,264.5,43146.28
2024-01-01 19:05:00,264.6,43168.52
2024-01-01 19:10:00,265.1,43179.7
2024-01-01 19:15:00,265.0,43181.97
2024-01-01 19:20:00,265.6,43209.02
2024-01-01 19:25:00,265.8,43262.01
2024-01-01 19:30:00,266.0,43368.0
2024-01-01 19:35:00,267.0,43395.82
2024-01-01 19:40:00,266.3,43395.09
2024-01-01 19:45:00,266.8,43462.03
2024-01-01 19:50:00,267.0,43527.84
2024-01-01 19:55:00,266.8,43517.99
2024-01-01 20:00:00,267.1,43686.63
2024-01-01 20:05:00,267.0,43692.54
2024-01-01 20:10:00,267.0,43643.98
2024-01-01 20:15:00,265.9,43604.98
2024-01-01 20:20:00,266.3,43638.71
2024-01-01 20:25:00,266.8,43699.56
2024-01-01 20:30:00,266.1,43676.01
2024-01-01 20:35:00,265.9,43669.99
2024-01-01 20:40:00,266.5,43800.0
2024-01-01 20:45:00,266.3,43762.0
2024-01-01 20:50:00,265.8,43685.15
2024-01-01 20:55:00,265.9,43687.86
2024-01-01 21:00:00,265.6,43736.48
2024-01-01 21:05:00,265.4,43696.72
2024-01-01 21:10:00,265.6,43724.56
2024-01-01 21:15:00,265.8,43757.97
2024-01-01 21:20:00,265.7,43674.03
2024-01-01 21:25:00,265.7,43656.15
2024-01-01 21:30:00,265.5,43609.86
2024-01-01 21:35:00,265.8,43536.03
2024-01-01 21:40:00,265.9,43483.76
2024-01-01 21:45:00,265.8,43526.67
2024-01-01 21:50:00,266.1,43605.96
2024-01-01 21:55:00,265.3,43619.21
2024-01-01 22:00:00,265.0,43562.0
2024-01-01 22:05:00,264.9,43562.0
2024-01-01 22:10:00,264.9,43518.99
2024-01-01 22:15:00,264.3,43450.0
2024-01-01 22:20:00,264.2,43481.11
2024-01-01 22:25:00,265.0,43471.1
2024-01-01 22:30:00,265.3,43499.99
2024-01-01 22:35:00,265.1,43530.83
2024-01-01 22:40:00,265.2,43447.06
2024-01-01 22:45:00,265.7,43465.32
2024-01-01 22:50:00,265.4,43467.19
2024-01-01 22:55:00,265.7,43529.93
2024-01-01 23:00:00,265.8,43681.55
2024-01-01 23:05:00,265.3,43654.43
2024-01-01 23:10:00,264.8,43673.87
2024-01-01 23:15:00,265.0,43736.23
2024-01-01 23:20:00,265.5,43821.1
2024-01-01 23:25:00,266.2,43989.99
2024-01-01 23:30:00,266.3,44012.95
2024-01-01 23:35:00,266.5,44100.0
2024-01-01 23:40:00,266.0,44084.87
2024-01-01 23:45:00,265.9,44074.01
2024-01-01 23:50:00,266.4,44129.98
2024-01-01 23:55:00,267.8,44179.55
2024-01-02 00:00:00,266.7,44264.63
2024-01-02 00:05:00,266.4,44398.44
2024-01-02 00:10:00,266.9,44630.09
2024-01-02 00:15:00,266.3,44555.89
2024-01-02 00:20:00,268.7,44751.93
2024-01-02 00:25:00,269.4,44609.79
2024-01-02 00:30:00,268.9,44664.16
2024-01-02 00:35:00,268.3,44585.31
2024-01-02 00:40:00,268.1,44732.01
2024-01-02 00:45:00,268.6,44705.5
2024-01-02 00:50:00,268.7,44835.99
2024-01-02 00:55:00,269.6,45056.0
2024-01-02 01:00:00,269.7,45127.99
2024-01-02 01:05:00,270.0,45189.4
2024-01-02 01:10:00,267.7,44841.22
2024-01-02 01:15:00,268.8,44961.1
2024-01-02 01:20:00,268.1,44951.72
2024-01-02 01:25:00,268.5,44930.24
2024-01-02 01:30:00,268.0,44898.49
2024-01-02 01:35:00,266.8,44819.99
2024-01-02 01:40:00,268.0,44806.64
2024-01-02 01:45:00,267.6,44691.45
2024-01-02 01:50:00,267.4,44792.51
2024-01-02 01:55:00,267.4,44855.96
2024-01-02 02:00:00,267.7,44948.04
2024-01-02 02:05:00,266.9,44979.52
2024-01-02 02:10:00,266.5,44980.37
2024-01-02 02:15:00,266.8,44923.17
2024-01-02 02:20:00,267.4,44989.44
2024-01-02 02:25:00,266.7,45099.99
2024-01-02 02:30:00,267.8,45143.14
2024-01-02 02:35:00,267.8,45181.66
2024-01-02 02:40:00,268.1,45294.75
2024-01-02 02:45:00,267.2,45207.85
2024-01-02 02:50:00,266.4,45253.11
2024-01-02 02:55:00,267.3,45378.96
2024-01-02 03:00:00,265.0,45140.0
2024-01-02 03:05:00,264.9,45179.24
2024-01-02 03:10:00,265.6,45250.45
2024-01-02 03:15:00,266.1,45223.5
2024-01-02 03:20:00,266.7,45332.11
2024-01-02 03:25:00,265.8,45316.71
2024-01-02 03:30:00,265.3,45326.01
2024-01-02 03:35:00,265.4,45357.41
2024-01-02 03:40:00,266.4,45418.03
2024-01-02 03:45:00,266.7,45349.94
2024-01-02 03:50:00,266.4,45380.02
2024-01-02 03:55:00,266.6,45402.38
2024-01-02 04:00:00,265.8,45370.32
2024-01-02 04:05:00,266.4,45245.88
2024-01-02 04:10:00,268.1,45390.0
2024-01-02 04:15:00,266.5,45278.96
2024-01-02 04:20:00,267.6,45296.42
2024-01-02 04:25:00,268.2,45362.27
2024-01-02 04:30:00,268.6,45270.99
2024-01-02 04:35:00,268.1,45205.99
2024-01-02 04:40:00,267.3,45224.91
2024-01-02 04:45:00,267.6,45220.52
2024-01-02 04:50:00,267.3,45200.6
2024-01-02 04:55:00,267.4,45179.8
2024-01-02 05:00:00,266.6,45123.87
2024-01-02 05:05:00,267.4,45264.59
2024-01-02 05:10:00,267.8,45314.0
2024-01-02 05:15:00,267.8,45251.99
2024-01-02 05:20:00,268.0,45262.2
2024-01-02 05:25:00,267.7,45261.08
2024-01-02 05:30:00,267.7,45263.43
2024-01-02 05:35:00,267.6,45291.59
2024-01-02 05:40:00,267.2,45249.21
2024-01-02 05:45:00,268.0,45279.58
2024-01-02 05:50:00,267.3,45160.07
2024-01-02 05:55:00,268.3,45179.48
2024-01-02 06:00:00,267.5,45176.57
2024-01-02 06:05:00,267.4,45177.0
2024-01-02 06:10:00,267.7,45240.02
2024-01-02 06:15:00,267.4,45229.99
2024-01-02 06:20:00,266.7,45241.09
2024-01-02 06:25:00,266.9,45250.2
2024-01-02 06:30:00,266.8,45204.27
2024-01-02 06:35:00,267.2,45229.63
2024-01-02 06:40:00,267.6,45295.0
2024-01-02 06:45:00,267.5,45282.95
2024-01-02 06:50:00,266.7,45254.58
2024-01-02 06:55:00,266.4,45168.75
2024-01-02 07:00:00,266.9,45239.44
2024-01-02 07:05:00,266.9,45335.81
2024-01-02 07:10:00,266.9,45339.3
2024-01-02 07:15:00,266.6,45355.01
2024-01-02 07:20:00,266.3,45474.96
2024-01-02 07:25:00,266.8,45461.1
2024-01-02 07:30:00,267.0,45376.57
2024-01-02 07:35:00,267.2,45411.02
2024-01-02 07:40:00,267.1,45526.42
2024-01-02 07:45:00,267.4,45524.57
2024-01-02 07:50:00,267.6,45455.71
2024-01-02 07:55:00,266.4,45455.53
2024-01-02 08:00:00,266.0,45430.01
2024-01-02 08:05:00,265.2,45373.12
2024-01-02 08:10:00,265.9,45646.38
2024-01-02 08:15:00,266.6,45727.32
2024-01-02 08:20:00,268.0,45799.99
2024-01-02 08:25:00,268.0,45748.52
2024-01-02 08:30:00,269.3,45700.25
2024-01-02 08:35:00,268.1,45684.56
2024-01-02 08:40:00,267.8,45667.67
2024-01-02 08:45:00,267.9,45720.28
2024-01-02 08:50:00,267.9,45795.2
2024-01-02 08:55:00,268.0,45759.3
2024-01-02 09:00:00,267.7,45835.64
2024-01-02 09:05:00,267.9,45732.36
2024-01-02 09:10:00,267.9,45691.1
2024-01-02 09:15:00,268.4,45718.11
2024-01-02 09:20:00,268.5,45777.76
2024-01-02 09:25:00,268.3,45831.12
2024-01-02 09:30:00,267.8,45761.1
2024-01-02 09:35:00,267.5,45701.03
2024-01-02 09:40:00,266.2,45660.88
2024-01-02 09:45:00,266.3,45731.99
2024-01-02 09:50:00,266.6,45654.5
2024-01-02 09:55:00,267.1,45673.48
2024-01-02 10:00:00,266.2,45610.99
2024-01-02 10:05:00,265.4,45604.19
2024-01-02 10:10:00,265.6,45692.54
2024-01-02 10:15:00,265.0,45652.9
2024-01-02 10:20:00,264.3,45686.45
2024-01-02 10:25:00,263.8,45647.92
2024-01-02 10:30:00,263.5,45598.8
2024-01-02 10:35:00,263.3,45565.01
2024-01-02 10:40:00,263.9,45581.16
2024-01-02 10:45:00,264.1,45501.99
2024-01-02 10:50:00,263.8,45514.42
2024-01-02 10:55:00,264.1,45584.99
2024-01-02 11:00:00,264.3,45642.27
2024-01-02 11:05:00,264.2,45602.38
2024-01-02 11:10:00,264.6,45560.0
2024-01-02 11:15:00,264.0,45570.96
2024-01-02 11:20:00,264.0,45542.01
2024-01-02 11:25:00,263.5,45496.57
2024-01-02 11:30:00,263.3,45441.99
2024-01-02 11:35:00,262.5,45322.0
2024-01-02 11:40:00,262.0,45245.99
2024-01-02 11:45:00,263.0,45328.0
2024-01-02 11:50:00,262.5,45297.96
2024-01-02 11:55:00,262.7,45433.99
2024-01-02 12:00:00,262.8,45440.77
2024-01-02 12:05:00,262.6,45404.85
2024-01-02 12:10:00,262.5,45375.34
2024-01-02 12:15:00,262.6,45356.02
2024-01-02 12:20:00,262.8,45425.39
2024-01-02 12:25:00,263.2,45450.0
2024-01-02 12:30:00,263.4,45573.98
2024-01-02 12:35:00,264.0,45507.99
2024-01-02 12:40:00,263.7,45455.31
2024-01-02 12:45:00,262.8,45375.33
2024-01-02 12:50:00,262.4,45311.75
2024-01-02 12:55:00,262.0,45301.99
2024-01-02 13:00:00,262.9,45391.1
2024-01-02 13:05:00,263.0,45429.59
2024-01-02 13:10:00,262.9,45472.8
2024-01-02 13:15:00,263.0,45535.11
2024-01-02 13:20:00,263.0,45518.0
2024-01-02 13:25:00,263.1,45525.12
2024-01-02 13:30:00,262.8,45545.22
2024-01-02 13:35:00,262.7,45602.85
2024-01-02 13:40:00,263.1,45662.48
2024-01-02 13:45:00,262.6,45636.79
2024-01-02 13:50:00,262.4,45636.0
2024-01-02 13:55:00,263.6,45637.93
2024-01-02 14:00:00,263.1,45639.46
2024-01-02 14:05:00,263.1,45714.66
2024-01-02 14:10:00,263.3,45768.77
2024-01-02 14:15:00,263.1,45661.06
2024-01-02 14:20:00,263.1,45661.11
2024-01-02 14:25:00,262.4,45638.03
2024-01-02 14:30:00,260.7,45531.12
2024-01-02 14:35:00,260.4,45360.36
2024-01-02 14:40:00,261.5,45524.5
2024-01-02 14:45:00,258.9,45202.0
2024-01-02 14:50:00,259.0,45179.67
2024-01-02 14:55:00,259.5,45258.73
2024-01-02 15:00:00,258.9,45180.22
2024-01-02 15:05:00,259.3,45219.85
2024-01-02 15:10:00,258.5,45100.66
2024-01-02 15:15:00,256.8,44839.97
2024-01-02 15:20:00,257.8,45107.89
2024-01-02 15:25:00,257.9,45004.01
2024-01-02 15:30:00,258.7,45091.9
2024-01-02 15:35:00,259.1,45210.0
2024-01-02 15:40:00,259.2,45284.59
2024-01-02 15:45:00,258.3,45230.7
2024-01-02 15:50:00,258.3,45298.31
2024-01-02 15:55:00,258.0,45184.82
2024-01-02 16:00:00,258.2,45246.22
2024-01-02 16:05:00,257.3,45094.08
2024-01-02 16:10:00,256.5,45081.09
2024-01-02 16:15:00,256.2,44991.09
2024-01-02 16:20:00,256.3,44915.29
2024-01-02 16:25:00,257.0,45189.19
2024-01-02 16:30:00,256.9,45235.99
2024-01-02 16:35:00,256.7,45135.98
2024-01-02 16:40:00,257.2,45235.97
2024-01-02 16:45:00,257.7,45396.45
2024-01-02 16:50:00,257.3,45311.91
2024-01-02 16:55:00,257.2,45357.84
2024-01-02 17:00:00,257.2,45333.13
2024-01-02 17:05:00,257.5,45342.42
2024-01-02 17:10:00,256.7,45239.99
2024-01-02 17:15:00,257.2,45266.75
2024-01-02 17:20:00,257.9,45185.49
2024-01-02 17:25:00,258.1,45208.01
2024-01-02 17:30:00,257.2,45075.12
2024-01-02 17:35:00,257.5,45022.56
2024-01-02 17:40:00,257.7,45069.27
2024-01-02 17:45:00,257.5,44993.25
2024-01-02 17:50:00,258.1,44996.54
2024-01-02 17:55:00,257.8,44966.15
2024-01-02 18:00:00,258.3,45093.99
2024-01-02 18:05:00,258.0,45012.48
2024-01-02 18:10:00,257.8,45023.76
2024-01-02 18:15:00,257.7,44986.62
2024-01-02 18:20:00,258.0,45146.85
2024-01-02 18:25:00,258.1,45125.89
2024-01-02 18:30:00,258.8,45237.6
2024-01-02 18:35:00,258.6,45195.99
2024-01-02 18:40:00,258.2,45077.88
2024-01-02 18:45:00,258.9,45177.95
2024-01-02 18:50:00,258.4,45121.79
2024-01-02 18:55:00,258.6,45154.69
2024-01-02 19:00:00,258.6,45217.24
2024-01-02 19:05:00,258.2,45121.1
2024-01-02 19:10:00,258.6,45121.11
2024-01-02 19:15:00,258.4,45109.01
2024-01-02 19:20:00,256.8,44966.88
2024-01-02 19:25:00,256.7,44873.99
2024-01-02 19:30:00,257.3,44988.92
2024-01-02 19:35:00,257.1,44998.0
2024-01-02 19:40:00,257.1,44958.76
2024-01-02 19:45:00,257.4,45031.1
2024-01-02 19:50:00,257.1,44921.99
2024-01-02 19:55:00,257.4,45039.49
2024-01-02 20:00:00,257.6,45071.53
2024-01-02 20:05:00,258.4,45113.81
2024-01-02 20:10:00,258.5,45093.77
2024-01-02 20:15:00,258.3,45120.49
2024-01-02 20:20:00,257.8,45021.1
2024-01-02 20:25:00,257.7,44954.41
2024-01-02 20:30:00,257.1,44936.65
2024-01-02 20:35:00,256.6,44850.01
2024-01-02 20:40:00,256.8,44831.53
2024-01-02 20:45:00,257.1,44836.01
2024-01-02 20:50:00,256.6,44838.0
2024-01-02 20:55:00,256.5,44788.28
2024-01-02 21:00:00,255.6,44784.94
2024-01-02 21:05:00,255.0,44682.95
2024-01-02 21:10:00,255.6,44843.99
2024-01-02 21:15:00,255.8,44932.0
2024-01-02 21:20:00,255.9,44921.28
2024-01-02 21:25:00,255.4,44805.11
2024-01-02 21:30:00,256.1,44939.73
2024-01-02 21:35:00,255.9,44900.16
2024-01-02 21:40:00,256.6,44943.84
2024-01-02 21:45:00,257.3,45041.5
2024-01-02 21:50:00,257.2,45035.5
2024-01-02 21:55:00,257.3,45119.74
2024-01-02 22:00:00,257.0,45100.01
2024-01-02 22:05:00,257.6,45246.32
2024-01-02 22:10:00,257.5,45153.59
2024-01-02 22:15:00,257.0,45201.09
2024-01-02 22:20:00,256.5,45066.54
2024-01-02 22:25:00,256.3,45061.34
2024-01-02 22:30:00,255.4,44976.1
2024-01-02 22:35:00,255.5,44984.92
2024-01-02 22:40:00,256.0,44927.37
2024-01-02 22:45:00,256.6,45051.28
2024-01-02 22:50:00,256.6,44962.08
2024-01-02 22:55:00,257.0,44981.73
2024-01-02 23:00:00,256.7,44939.28
2024-01-02 23:05:00,256.9,44990.85
2024-01-02 23:10:00,256.8,44985.22
2024-01-02 23:15:00,257.1,45011.11
2024-01-02 23:20:00,257.3,45032.41
2024-01-02 23:25:00,257.0,44967.48
2024-01-02 23:30:00,256.8,44922.0
2024-01-02 23:35:00,256.6,44854.54
2024-01-02 23:40:00,256.6,44831.76
2024-01-02 23:45:00,256.1,44830.72
2024-01-02 23:50:00,257.1,44957.58
2024-01-02 23:55:00,257.1,44946.91
2024-01-03 00:00:00,257.4,44955.51
2024-01-03 00:05:00,258.1,45014.39
2024-01-03 00:10:00,257.9,45005.98
2024-01-03 00:15:00,257.8,44953.25
2024-01-03 00:20:00,256.9,44971.1
2024-01-03 00:25:00,256.0,44898.01
2024-01-03 00:30:00,256.5,45000.5
2024-01-03 00:35:00,256.7,45020.46
2024-01-03 00:40:00,257.3,45147.36
2024-01-03 00:45:00,257.6,45186.24
2024-01-03 00:50:00,256.8,45048.18
2024-01-03 00:55:00,256.9,45135.61
2024-01-03 01:00:00,256.6,45200.0
2024-01-03 01:05:00,257.0,45199.99
2024-01-03 01:10:00,257.1,45182.16
2024-01-03 01:15:00,257.0,45174.01
2024-01-03 01:20:00,257.6,45201.94
2024-01-03 01:25:00,257.7,45162.3
2024-01-03 01:30:00,257.8,45157.27
2024-01-03 01:35:00,257.9,45191.17
2024-01-03 01:40:00,258.1,45241.5
2024-01-03 01:45:00,258.1,45221.16
2024-01-03 01:50:00,258.3,45297.37
2024-01-03 01:55:00,258.5,45317.58
2024-01-03 02:00:00,259.0,45353.8
2024-01-03 02:05:00,259.0,45337.48
2024-01-03 02:10:00,258.8,45274.5
2024-01-03 02:15:00,258.2,45253.59
2024-01-03 02:20:00,258.0,45285.64
2024-01-03 02:25:00,258.1,45322.78
2024-01-03 02:30:00,258.4,45354.15
2024-01-03 02:35:00,258.0,45266.88
2024-01-03 02:40:00,258.0,45270.37
2024-01-03 02:45:00,258.2,45257.21
2024-01-03 02:50:00,258.1,45239.94
2024-01-03 02:55:00,258.3,45274.57
2024-01-03 03:00:00,258.2,45273.17
2024-01-03 03:05:00,257.6,45209.41
2024-01-03 03:10:00,258.0,45288.02
2024-01-03 03:15:00,257.9,45285.38
2024-01-03 03:20:00,258.2,45235.08
2024-01-03 03:25:00,258.3,45233.3
2024-01-03 03:30:00,257.9,45197.51
2024-01-03 03:35:00,258.1,45183.6
2024-01-03 03:40:00,257.9,45204.99
2024-01-03 03:45:00,258.2,45226.79
2024-01-03 03:50:00,258.3,45221.28
2024-01-03 03:55:00,258.5,45262.69
2024-01-03 04:00:00,258.5,45231.13
2024-01-03 04:05:00,258.6,45192.69
2024-01-03 04:10:00,259.1,45220.53
2024-01-03 04:15:00,259.5,45251.09
2024-01-03 04:20:00,259.5,45262.54
2024-01-03 04:25:00,259.5,45206.89
2024-01-03 04:30:00,258.9,45143.52
2024-01-03 04:35:00,259.1,45155.04
2024-01-03 04:40:00,259.1,45160.07
2024-01-03 04:45:00,259.1,45146.85
