Open Time,open,high,low,Close,Volume,Developing POC,MA,MA.1
2024-01-02 10:00:00,2413.0,2413.0,2404.51,2404.51,0.67634,,,2389.295238095239
2024-01-02 10:30:00,2404.51,2405.17,2390.36,2394.87,4.82523,,,2390.431428571429
2024-01-02 11:00:00,2394.87,2399.23,2392.9,2394.32,3.60701,,,2390.7690476190483
2024-01-02 11:30:00,2394.32,2394.59,2378.94,2382.27,2.06861,,,2390.5047619047623
2024-01-02 12:00:00,2382.27,2396.53,2382.27,2396.53,1.46732,,,2391.6304761904767
2024-01-02 12:30:00,2396.53,2401.96,2383.48,2385.55,11.75562,,,2391.9880952380954
2024-01-02 13:00:00,2385.55,2392.21,2382.63,2391.29,16.22952,,,2392.620952380953
2024-01-02 13:30:00,2391.29,2394.52,2391.29,2391.57,10.01478,,,2393.3304761904765
2024-01-02 14:00:00,2391.57,2397.04,2385.76,2387.5,12.83066,,,2393.4933333333333
2024-01-02 14:30:00,2387.5,2388.03,2349.09,2364.29,15.65401,,,2392.7609523809524
2024-01-02 15:00:00,2364.29,2367.71,2355.03,2359.42,0.57868,,,2391.451904761905
2024-01-02 15:30:00,2359.42,2365.3,2352.98,2354.19,0.46091,,,2389.7923809523813
2024-01-02 16:00:00,2354.19,2354.19,2348.89,2350.58,0.60384,,,2388.4209523809527
2024-01-02 16:30:00,2350.58,2364.71,2350.58,2363.44,0.53465,,,2387.629047619048
2024-01-02 17:00:00,2363.44,2364.45,2360.54,2360.54,0.08522,,,2386.8923809523817
2024-01-02 17:30:00,2360.54,2360.61,2351.75,2360.61,2.90076,,,2385.9004761904766
2024-01-02 18:00:00,2360.61,2362.28,2355.25,2362.01,2.89417,,,2384.754285714286
2024-01-02 18:30:00,2362.01,2367.0,2362.01,2365.0,11.53383,,,2382.41380952381
2024-01-02 19:00:00,2365.0,2369.05,2356.94,2356.94,2.98463,,,2379.122857142858
2024-01-02 19:30:00,2356.94,2368.73,2355.78,2366.77,14.05265,,,2376.4380952380957
2024-01-02 20:00:00,2366.77,2378.12,2362.53,2369.65,28.94048,,,2374.37380952381
2024-01-02 20:30:00,2369.65,2369.65,2357.27,2361.6,18.66058,,,2372.3304761904765
2024-01-02 21:00:00,2361.6,2361.6,2349.7,2355.27,15.60757,,,2370.444761904762
2024-01-02 21:30:00,2355.27,2364.36,2354.88,2364.36,2.40037,,,2369.0180952380956
2024-01-02 22:00:00,2364.36,2368.7,2361.99,2368.36,3.77267,,,2368.3557142857144
2024-01-02 22:30:00,2368.36,2368.36,2355.99,2361.71,0.12162,,,2366.697619047619
2024-01-02 23:00:00,2361.71,2361.71,2353.08,2359.69,0.04021,,,2365.4661904761906
2024-01-02 23:30:00,2359.69,2360.18,2351.25,2351.25,0.132,,,2363.559523809524
2024-01-03 00:00:00,2351.25,2360.67,2351.17,2351.17,0.01801,,,2361.6357142857137
2024-01-03 00:30:00,2351.17,2358.82,2351.17,2358.0,0.18426,,,2360.2309523809517
2024-01-03 01:00:00,2358.0,2365.08,2358.0,2365.08,1.78067,,,2360.268571428571
2024-01-03 01:30:00,2365.08,2372.17,2365.08,2372.17,0.19097,,,2360.8757142857135
2024-01-03 02:00:00,2372.17,2381.05,2371.9,2377.24,8.3592,,,2361.973333333333
2024-01-03 02:30:00,2377.24,2377.24,2368.36,2368.62,0.71745,,,2362.8323809523804
2024-01-03 03:00:00,2368.62,2368.62,2365.73,2366.27,0.81537,,,2362.9671428571423
2024-01-03 03:30:00,2366.27,2367.29,2366.25,2367.29,1.0851,,,2363.288571428571
2024-01-03 04:00:00,2367.29,2372.83,2366.63,2372.83,2.2684,,,2363.870476190476
2024-01-03 04:30:00,2372.83,2372.83,2363.2,2368.06,0.78934,,,2364.1585714285707
2024-01-03 05:00:00,2368.06,2372.59,2366.71,2372.59,13.30233,,,2364.5199999999995
2024-01-03 05:30:00,2372.59,2377.19,2372.39,2376.34,12.40728,,,2365.443809523809
2024-01-03 06:00:00,2376.34,2379.6,2372.5,2379.6,13.12923,,,2366.054761904761
2024-01-03 06:30:00,2379.6,2379.6,2373.09,2373.09,43.54799,,,2366.2185714285706
2024-01-03 07:00:00,2373.09,2377.45,2370.1,2374.95,62.05644,,,2366.8542857142847
2024-01-03 07:30:00,2374.95,2375.98,2355.61,2355.61,1.25592,,,2366.8704761904755
2024-01-03 08:00:00,2355.61,2365.14,2355.61,2365.03,0.15418,,,2366.90238095238
2024-01-03 08:30:00,2365.03,2368.97,2363.86,2368.97,0.98445,,,2366.931428571427
2024-01-03 09:00:00,2368.97,2374.6,2368.97,2374.6,0.73146,,,2367.5452380952374
2024-01-03 09:30:00,2374.6,2380.75,2373.71,2373.71,11.49305,,,2368.212857142856
2024-01-03 10:00:00,2373.71,2378.26,2371.11,2371.11,2.22275,,,2369.1585714285707
2024-01-03 10:30:00,2371.11,2373.2,2362.33,2362.93,0.45381,,,2369.7185714285706
2024-01-03 11:00:00,2362.93,2362.93,2328.66,2333.67,8.35341,,,2368.559999999999
2024-01-03 11:30:00,2333.67,2337.7,2293.9,2306.24,29.0154,,,2365.7580952380945
2024-01-03 12:00:00,2306.24,2306.24,2070.74,2185.32,87.70827,,,2356.8604761904753
2024-01-03 12:30:00,2185.32,2240.51,2176.72,2240.51,79.40936,,,2350.349523809523
2024-01-03 13:00:00,2240.51,2248.51,2217.24,2220.47,152.27761,,,2343.294761904761
2024-01-03 13:30:00,2220.47,2230.01,2208.19,2218.99,129.6905,,,2336.281428571428
2024-01-03 14:00:00,2218.99,2219.35,2165.09,2174.65,125.90537,,,2327.1080952380944
2024-01-03 14:30:00,2174.65,2183.26,2174.65,2183.26,0.51444,,,2318.0809523809517
2024-01-03 15:00:00,2183.26,2213.72,2178.32,2212.31,34.01408,,,2310.6642857142847
2024-01-03 15:30:00,2212.31,2230.63,2209.9,2230.04,13.94439,,,2303.87619047619
2024-01-03 16:00:00,2230.04,2240.05,2223.03,2238.55,21.76536,,,2297.3147619047613
2024-01-03 16:30:00,2238.55,2238.55,2222.09,2228.61,14.99504,,,2290.1247619047613
2024-01-03 17:00:00,2228.61,2228.61,2214.53,2222.42,3.74336,,,2282.9499999999994
2024-01-03 17:30:00,2222.42,2222.78,2212.56,2219.23,24.04457,,,2275.5347619047616
2024-01-03 18:00:00,2219.23,2224.42,2213.23,2213.23,67.76517,,,2268.7547619047614
2024-01-03 18:30:00,2213.23,2213.23,2191.67,2191.67,0.99025,,,2260.499523809524
2024-01-03 19:00:00,2191.67,2210.4,2191.67,2210.4,6.37747,,,2252.948571428571
2024-01-03 19:30:00,2210.4,2225.76,2203.4,2203.4,5.43054,,,2244.7961904761896
2024-01-03 20:00:00,2203.4,2215.12,2203.4,2213.92,3.33323,,,2237.1871428571426
2024-01-03 20:30:00,2213.92,2219.76,2212.67,2217.64,2.39556,,,2229.879047619047
2024-01-03 21:00:00,2217.64,2219.46,2212.48,2217.36,6.13778,,,2222.9471428571424
2024-01-03 21:30:00,2217.36,2225.54,2217.36,2225.54,14.15426,,,2217.798095238095
2024-01-03 22:00:00,2225.54,2225.54,2207.46,2207.46,1.2075,,,2213.0942857142854
2024-01-03 22:30:00,2207.46,2209.86,2199.15,2201.89,2.7426,,,2213.883333333333
2024-01-03 23:00:00,2201.89,2203.4,2197.01,2203.4,0.6602,,,2212.1161904761902
2024-01-03 23:30:00,2203.4,2207.89,2202.56,2207.89,0.07927,,,2211.517142857143
2024-01-04 00:00:00,2207.89,2216.01,2205.64,2207.0,5.24221,,,2210.94619047619
2024-01-04 00:30:00,2207.0,2211.3,2206.12,2208.4,25.87283,,,2212.5533333333333
2024-01-04 01:00:00,2208.4,2210.23,2202.72,2202.72,16.9598,,,2213.4799999999996
2024-01-04 01:30:00,2202.72,2206.55,2202.72,2204.52,0.16414,,,2213.1090476190475
2024-01-04 02:00:00,2204.52,2221.15,2202.95,2220.21,1.03943,,,2212.640952380952
2024-01-04 02:30:00,2220.21,2226.37,2218.39,2226.37,0.77263,,,2212.0609523809517
2024-01-04 03:00:00,2226.37,2235.46,2223.87,2223.87,0.35086,,,2211.8352380952374
2024-01-04 03:30:00,2223.87,2228.6,2223.87,2227.57,0.30209,,,2212.0804761904756
2024-01-04 04:00:00,2227.57,2233.0,2227.4,2233.0,6.79002,,,2212.7361904761897
2024-01-04 04:30:00,2233.0,2235.08,2230.49,2235.01,0.3387,,,2213.773333333333
2024-01-04 05:00:00,2235.01,2238.57,2230.59,2230.59,1.06046,,,2215.626666666666
2024-01-04 05:30:00,2230.59,2241.65,2230.59,2234.86,0.65421,,,2216.791428571428
2024-01-04 06:00:00,2234.86,2236.31,2232.89,2234.47,0.39093,,,2218.2709523809517
2024-01-04 06:30:00,2234.47,2241.34,2234.47,2236.76,0.72384,,,2219.3585714285705
2024-01-04 07:00:00,2236.76,2238.48,2228.32,2230.41,1.35302,,,2219.966666666666
2024-01-04 07:30:00,2230.41,2230.82,2219.99,2220.88,0.12132,,,2220.134285714285
2024-01-04 08:00:00,2220.88,2224.12,2210.92,2221.54,1.96916,,,2219.943809523809
2024-01-04 08:30:00,2221.54,2221.54,2211.65,2216.1,1.56127,,,2220.3552380952374
2024-01-04 09:00:00,2216.1,2219.53,2215.64,2219.53,0.70332,,,2221.1952380952375
2024-01-04 09:30:00,2219.53,2228.06,2219.53,2223.38,9.9303,,,2222.146666666666
2024-01-04 10:00:00,2223.38,2223.38,2208.52,2210.34,1.089,,,2222.2633333333324
2024-01-04 10:30:00,2210.34,2219.82,2209.71,2218.38,1.08355,,,2222.8052380952377
2024-01-04 11:00:00,2218.38,2222.35,2216.84,2221.34,0.18933,,,2223.421428571428
2024-01-04 11:30:00,2221.34,2226.55,2221.34,2225.25,0.83676,,,2224.494285714285
2024-01-04 12:00:00,2225.25,2237.64,2223.27,2229.77,1.62553,,,2225.6966666666663
2024-01-04 12:30:00,2229.77,2235.21,2229.77,2234.95,0.75311,,,2226.398571428571
2024-01-04 13:00:00,2234.95,2236.19,2230.17,2235.07,28.47525,,,2226.812857142857
2024-01-04 13:30:00,2235.07,2245.23,2233.34,2240.2,8.14426,,,2227.590476190476
2024-01-04 14:00:00,2240.2,2240.51,2234.19,2236.6,1.38973,,,2228.020476190476
2024-01-04 14:30:00,2236.6,2271.02,2234.03,2271.02,8.56184,,,2229.830952380952
2024-01-04 15:00:00,2271.02,2275.96,2261.58,2275.64,11.10143,,,2231.7657142857142
2024-01-04 15:30:00,2275.64,2282.05,2268.93,2277.54,0.74759,,,2234.0014285714283
2024-01-04 16:00:00,2277.54,2279.85,2261.36,2262.56,4.77403,,,2235.320476190476
2024-01-04 16:30:00,2262.56,2270.79,2260.21,2270.19,1.07806,,,2237.0214285714283
2024-01-04 17:00:00,2270.19,2288.46,2270.19,2278.11,11.95913,,,2238.9904761904754
2024-01-04 17:30:00,2278.11,2281.61,2270.69,2274.5,0.79625,,,2241.0899999999992
2024-01-04 18:00:00,2274.5,2277.13,2270.73,2271.99,2.70559,,,2243.5238095238087
2024-01-04 18:30:00,2271.99,2278.2,2271.99,2275.13,0.26978,,,2246.0757142857133
2024-01-04 19:00:00,2275.13,2293.17,2274.36,2289.99,9.06608,,,2249.594285714285
2024-01-04 19:30:00,2289.99,2289.99,2271.76,2274.26,4.95779,,,2252.2004761904755
2024-01-04 20:00:00,2274.26,2280.72,2273.23,2280.72,0.07868,,,2254.930952380952
2024-01-04 20:30:00,2280.72,2292.81,2273.35,2273.35,2.59737,,,2257.9314285714277
2024-01-04 21:00:00,2273.35,2285.18,2273.35,2283.65,5.13637,,,2261.039523809523
2024-01-04 21:30:00,2283.65,2283.65,2270.18,2271.56,1.39742,,,2263.4309523809516
2024-01-04 22:00:00,2271.56,2283.38,2271.56,2275.02,9.55087,,,2265.8009523809515
2024-01-04 22:30:00,2275.02,2275.02,2263.42,2266.77,2.99583,,,2267.5628571428565
2024-01-04 23:00:00,2266.77,2272.38,2265.7,2272.38,5.50214,,,2269.3452380952376
2024-01-04 23:30:00,2272.38,2272.38,2264.79,2264.79,0.58324,,,2270.7604761904754
2024-01-05 00:00:00,2264.79,2271.43,2263.7,2268.74,28.73461,,,2272.1195238095233
2024-01-05 00:30:00,2268.74,2268.74,2259.61,2266.16,3.43602,,,2273.5271428571423
2024-01-05 01:00:00,2266.16,2267.71,2253.01,2253.01,4.91582,,,2272.6695238095235
2024-01-05 01:30:00,2253.01,2253.61,2218.58,2233.2,17.19654,,,2270.648571428571
2024-01-05 02:00:00,2233.2,2249.22,2231.24,2235.22,2.47022,,,2268.6333333333328
2024-01-05 02:30:00,2235.22,2242.47,2234.44,2239.18,0.6833,,,2267.519999999999
2024-01-05 03:00:00,2239.18,2245.72,2239.18,2242.9,0.32597,,,2266.220476190476
2024-01-05 03:30:00,2242.9,2245.25,2238.54,2239.76,2.32545,,,2264.394285714285
2024-01-05 04:00:00,2239.76,2240.93,2233.26,2237.49,0.15831,,,2262.631904761904
2024-01-05 04:30:00,2237.49,2245.27,2237.22,2241.85,3.10724,,,2261.1966666666663
2024-01-05 05:00:00,2241.85,2244.13,2239.55,2244.13,11.16931,,2300.43925,2259.720476190476
2024-01-05 05:30:00,2244.13,2246.37,2239.93,2240.22,4.38432,,2300.1875,2257.3504761904755
2024-01-05 06:00:00,2240.22,2248.54,2240.22,2242.25,0.30102,,2299.94215,2255.8261904761903
2024-01-05 06:30:00,2242.25,2254.92,2240.5,2253.22,0.72376,,2299.72055,2254.5166666666664
2024-01-05 07:00:00,2253.22,2262.24,2253.22,2261.64,0.83311,,2299.511,2253.9590476190474
2024-01-05 07:30:00,2261.64,2261.92,2251.33,2251.33,0.29821,,2299.2708,2252.4199999999996
2024-01-05 08:00:00,2251.33,2256.38,2250.79,2254.96,0.04031,,2299.08095,2251.6295238095236
2024-01-05 08:30:00,2254.96,2254.96,2249.25,2250.67,0.0419,,2298.92135,2250.47
2024-01-05 09:00:00,2250.67,2265.83,2250.67,2258.43,4.23693,,2298.8552,2250.072857142857
2024-01-05 09:30:00,2258.43,2263.81,2258.43,2262.34,0.67808,,2298.81585,2249.594761904762
2024-01-05 10:00:00,2262.34,2263.12,2254.46,2254.46,2.46278,,2298.7166500000003,2249.102857142857
2024-01-05 10:30:00,2254.46,2254.65,2247.2,2247.45,2.19926,,2298.57935,2248.089047619048
2024-01-05 11:00:00,2247.45,2248.72,2239.61,2242.72,1.40235,,2298.42075,2246.9728571428577
2024-01-05 11:30:00,2242.72,2243.79,2239.48,2241.14,0.49688,,2298.21975,2246.4076190476194
2024-01-05 12:00:00,2241.14,2249.5,2237.14,2249.5,0.10449,,2298.0507,2247.18380952381
2024-01-05 12:30:00,2249.5,2249.5,2240.66,2240.75,4.67888,,2297.83455,2247.447142857143
2024-01-05 13:00:00,2240.75,2250.03,2240.75,2245.07,0.03718,,2297.63665,2247.7276190476196
2024-01-05 13:30:00,2245.07,2246.81,2238.12,2245.93,0.50526,,2297.4406,2247.871904761905
2024-01-05 14:00:00,2245.93,2249.2,2231.58,2231.58,2.27796,,2297.1427,2247.4823809523814
2024-01-05 14:30:00,2231.58,2240.51,2220.31,2234.4,4.65445,,2296.8200500000003,2247.3352380952383
2024-01-05 15:00:00,2234.4,2238.32,2227.66,2232.66,0.51728,,2296.4887,2246.897619047619
2024-01-05 15:30:00,2232.66,2232.66,2217.54,2220.57,3.92589,,2296.08,2245.7757142857145
2024-01-05 16:00:00,2220.57,2229.67,2217.51,2220.61,0.94391,,2295.67215,2244.841904761905
2024-01-05 16:30:00,2220.61,2224.92,2213.89,2216.22,8.0068,,2295.23495,2243.6023809523813
2024-01-05 17:00:00,2216.22,2221.91,2209.94,2219.1,3.05749,,2294.8154,2241.9776190476196
2024-01-05 17:30:00,2219.1,2231.21,2217.62,2231.21,3.02084,,2294.4785,2240.528571428572
2024-01-05 18:00:00,2231.21,2231.21,2224.76,2226.15,0.04246,,2294.0918,2239.3295238095243
2024-01-05 18:30:00,2226.15,2235.88,2226.15,2232.76,3.76061,,2293.72925,2238.272380952382
2024-01-05 19:00:00,2232.76,2234.96,2227.95,2230.96,19.7599,,2293.37635,2237.33380952381
2024-01-05 19:30:00,2230.96,2237.98,2229.8,2233.5,2.8359,,2293.04375,2236.146666666667
2024-01-05 20:00:00,2233.5,2235.68,2232.75,2234.08,4.69682,,2292.7074,2234.8009523809533
2024-01-05 20:30:00,2234.08,2258.69,2234.08,2249.06,5.43709,,2292.3844,2234.54380952381
2024-01-05 21:00:00,2249.06,2249.06,2237.17,2240.98,0.42794,,2292.05595,2234.235714285715
2024-01-05 21:30:00,2240.98,2242.9,2237.35,2242.9,0.21647,,2291.70755,2234.2442857142864
2024-01-05 22:00:00,2242.9,2246.95,2240.98,2240.98,0.86385,,2291.345,2234.2366666666676
2024-01-05 22:30:00,2240.98,2246.02,2236.82,2246.02,2.49738,,2291.0157999999997,2234.0709523809533
2024-01-05 23:00:00,2246.02,2275.22,2246.02,2267.14,8.50712,,2290.70625,2235.32761904762
2024-01-05 23:30:00,2267.14,2267.14,2260.41,2266.34,0.31577,,2290.409,2236.340476190477
2024-01-06 00:00:00,2266.34,2267.53,2260.94,2260.94,0.21711,,2290.0823499999997,2237.055238095239
2024-01-06 00:30:00,2260.94,2263.35,2258.28,2262.55,0.26724,,2289.7201999999997,2238.530000000001
2024-01-06 01:00:00,2262.55,2262.55,2253.73,2254.29,1.19302,,2289.28355,2239.4771428571435
2024-01-06 01:30:00,2254.29,2258.68,2253.64,2253.64,0.36617,,2288.8570999999997,2240.4761904761913
2024-01-06 02:00:00,2253.64,2253.7,2250.99,2252.62,4.73273,,2288.43535,2242.002380952382
2024-01-06 02:30:00,2252.62,2256.47,2252.61,2254.87,4.54258,,2288.02815,2243.63380952381
2024-01-06 03:00:00,2254.87,2254.87,2248.96,2252.86,0.13661,,2287.5953999999997,2245.378571428572
2024-01-06 03:30:00,2252.86,2253.5,2250.35,2253.06,0.04481,,2287.1106999999997,2246.995714285715
2024-01-06 04:00:00,2253.06,2253.06,2249.85,2250.19,0.58349,,2286.5066,2247.8995238095245
2024-01-06 04:30:00,2250.19,2251.7,2245.89,2246.3,0.62948,,2285.80195,2248.8590476190484
2024-01-06 05:00:00,2246.3,2248.4,2235.99,2235.99,2.47944,,2285.0428,2249.012857142858
2024-01-06 05:30:00,2235.99,2241.69,2231.0,2234.18,0.97072,,2284.34925,2249.166190476191
2024-01-06 06:00:00,2234.18,2234.18,2226.94,2226.94,0.14753,,2283.59375,2248.85380952381
2024-01-06 06:30:00,2226.94,2229.72,2218.47,2218.47,0.16534,,2282.7961,2248.1104761904767
2024-01-06 07:00:00,2218.47,2229.34,2216.38,2229.34,3.43028,,2282.0594499999997,2247.1714285714293
2024-01-06 07:30:00,2229.34,2231.29,2226.84,2230.63,0.58191,,2281.2922,2246.678571428572
2024-01-06 08:00:00,2230.63,2236.48,2228.1,2236.48,2.72911,,2280.57625,2246.372857142858
2024-01-06 08:30:00,2236.48,2236.48,2230.47,2236.1,0.08081,,2279.8222,2246.140476190477
2024-01-06 09:00:00,2236.1,2237.68,2233.33,2237.68,0.09445,,2279.0654,2245.7433333333342
2024-01-06 09:30:00,2237.68,2237.68,2233.51,2233.55,0.34117,,2278.33625,2244.1438095238104
2024-01-06 10:00:00,2233.55,2233.55,2229.11,2232.63,0.0434,,2277.59905,2242.538571428572
2024-01-06 10:30:00,2232.63,2236.53,2232.63,2234.56,0.08256,,2276.8918,2241.282380952382
2024-01-06 11:00:00,2234.56,2235.77,2230.66,2235.77,5.85957,,2276.16345,2240.007142857144
2024-01-06 11:30:00,2235.77,2236.29,2233.1,2235.97,11.68839,,2275.4129,2239.134761904763
2024-01-06 12:00:00,2235.97,2239.56,2235.97,2236.96,1.16057,,2274.52695,2238.340476190477
2024-01-06 12:30:00,2236.96,2238.07,2228.06,2229.9,0.39826,,2273.5462,2237.2585714285724
2024-01-06 13:00:00,2229.9,2235.35,2228.09,2233.13,0.33647,,2272.5961,2236.2233333333343
2024-01-06 13:30:00,2233.13,2237.27,2233.13,2237.27,0.05916,,2271.71745,2235.4809523809536
2024-01-06 14:00:00,2237.27,2243.63,2236.45,2243.63,0.90207,,2270.91305,2235.031904761906
2024-01-06 14:30:00,2243.63,2245.78,2238.33,2239.94,0.18372,,2270.1384,2234.5438095238105
2024-01-06 15:00:00,2239.94,2244.34,2239.4,2242.91,0.17944,,2269.3813499999997,2234.3823809523815
2024-01-06 15:30:00,2242.91,2246.55,2241.01,2246.55,0.67364,,2268.70275,2234.8852380952385
2024-01-06 16:00:00,2246.55,2246.64,2244.46,2244.98,1.53359,,2267.945,2235.3995238095245
2024-01-06 16:30:00,2244.98,2246.45,2242.39,2244.53,0.40586,,2267.2399,2236.237142857143
2024-01-06 17:00:00,2244.53,2246.5,2242.17,2242.17,0.18454,,2266.4943,2237.3657142857146
2024-01-06 17:30:00,2242.17,2249.25,2242.17,2248.89,1.88106,,2265.7808999999997,2238.296666666667
2024-01-06 18:00:00,2248.89,2248.89,2244.74,2247.87,0.79911,,2265.08275,2239.117619047619
2024-01-06 18:30:00,2247.87,2251.25,2246.65,2248.11,0.18045,,2264.50185,2239.671428571429
2024-01-06 19:00:00,2248.11,2248.11,2238.0,2240.34,0.44029,,2263.90645,2239.8733333333334
2024-01-06 19:30:00,2240.34,2243.34,2240.23,2243.34,0.05177,,2263.3522,2240.1428571428573
2024-01-06 20:00:00,2243.34,2243.81,2234.37,2241.07,0.72243,,2262.80465,2240.5009523809526
2024-01-06 20:30:00,2241.07,2242.19,2238.59,2239.77,2.72785,,2262.1863,2240.8409523809523
2024-01-06 21:00:00,2239.77,2239.77,2234.91,2238.54,0.04578,,2261.5762999999997,2241.0304761904763
2024-01-06 21:30:00,2238.54,2240.27,2237.47,2237.79,0.96696,,2260.9622,2241.126666666667
2024-01-06 22:00:00,2237.79,2238.5,2233.88,2233.88,0.16271,,2260.32155,2241.027142857143
2024-01-06 22:30:00,2233.88,2235.99,2232.14,2235.57,0.08909,,2259.6744,2240.9609523809527
2024-01-06 23:00:00,2235.57,2235.57,2230.59,2233.37,0.0964,,2259.05655,2241.1261904761905
2024-01-06 23:30:00,2233.37,2238.17,2233.37,2238.17,0.05787,,2258.41355,2241.366190476191
2024-01-07 00:00:00,2238.17,2243.19,2236.89,2243.19,0.11175,,2257.7812499999995,2241.6480952380957
2024-01-07 00:30:00,2243.19,2251.14,2243.19,2248.43,0.15583,,2257.2153999999996,2241.876666666667
2024-01-07 01:00:00,2248.43,2251.38,2243.44,2248.17,0.3316,,2256.6799,2242.2685714285717
2024-01-07 01:30:00,2248.17,2248.17,2242.09,2242.09,2.83732,,2256.06855,2242.229523809524
2024-01-07 02:00:00,2242.09,2246.35,2239.74,2246.13,0.2104,,2255.4574,2242.2095238095244
2024-01-07 02:30:00,2246.13,2246.13,2236.13,2237.48,0.08923,,2254.83625,2241.8523809523813
2024-01-07 03:00:00,2237.48,2243.06,2237.48,2240.96,0.0416,,2254.2425999999996,2241.6823809523817
2024-01-07 03:30:00,2240.96,2240.96,2238.75,2240.73,0.03111,,2253.6899999999996,2241.6138095238102
2024-01-07 04:00:00,2240.73,2244.22,2240.08,2242.68,0.6149,,2253.1475499999997,2241.318095238096
2024-01-07 04:30:00,2242.68,2245.91,2242.68,2245.9,0.20655,,2252.58705,2241.2242857142865
2024-01-07 05:00:00,2245.9,2247.38,2242.94,2242.94,0.44584,,2251.97635,2240.978095238096
2024-01-07 05:30:00,2242.94,2243.92,2239.86,2240.57,0.99531,,2251.31835,2240.9890476190485
2024-01-07 06:00:00,2240.57,2246.92,2239.61,2244.86,2.8641,,2250.65645,2241.061428571429
2024-01-07 06:30:00,2244.86,2245.89,2244.23,2245.89,0.27165,,2250.0428,2241.290952380953
2024-01-07 07:00:00,2245.89,2248.68,2245.32,2245.83,0.10704,,2249.4406,2241.5795238095243
2024-01-07 07:30:00,2245.83,2247.25,2244.95,2246.25,0.12474,,2248.8354,2241.946666666667
2024-01-07 08:00:00,2246.25,2248.25,2243.9,2248.25,0.51742,,2248.2124999999996,2242.444761904763
2024-01-07 08:30:00,2248.25,2250.38,2236.52,2237.78,2.08173,,2247.5611,2242.630476190477
2024-01-07 09:00:00,2237.78,2238.98,2233.06,2233.06,3.91179,,2246.86345,2242.5109523809533
2024-01-07 09:30:00,2233.06,2234.36,2230.0,2231.65,0.27655,,2246.14,2242.429047619049
2024-01-07 10:00:00,2231.65,2238.28,2231.65,2238.28,2.86079,,2245.4334,2242.4342857142865
2024-01-07 10:30:00,2238.28,2238.28,2235.91,2237.22,0.04831,,2244.75405,2242.1500000000005
