Pair,Total return (%),Number of trades,Non-stop loss win rate (%),Mean trade duration/Reversion speed from threshold (mins),Average entry beta,Mean Absolute Percent Delta Beta (%),Beta series returns std (%),Average S1 trade returns (%),Average S2 trade returns (%)
HBARUSDT_2024_5m ~ MANAUSDT_2024_5m,-81.1792307953226,104,56.730769230769226,430.1923076923077,0.1985416732986955,69.15980192505442,115.94705338693107,0.8232410562694358,-0.19326509783438472
