1715731200000,8.16000000,8.16000000,8.15000000,8.16000000,842.80000000,1715731259999,6877.13540000,42,236.06000000,1926.24960000,0
1715731260000,8.17000000,8.18000000,8.17000000,8.17000000,1572.99000000,1715731319999,12854.39450000,56,1351.44000000,11044.33100000,0
1715731320000,8.17000000,8.19000000,8.17000000,8.18000000,5177.17000000,1715731379999,42341.42030000,116,4910.46000000,40159.87050000,0
1715731380000,8.19000000,8.19000000,8.18000000,8.18000000,325.15000000,1715731439999,2659.77400000,20,75.82000000,620.25460000,0
1715731440000,8.18000000,8.18000000,8.17000000,8.17000000,458.87000000,1715731499999,3750.24510000,33,145.68000000,1191.48280000,0
1715731500000,8.16000000,8.17000000,8.15000000,8.15000000,174.90000000,1715731559999,1427.23200000,14,20.46000000,167.01560000,0
1715731560000,8.16000000,8.17000000,8.15000000,8.17000000,1406.59000000,1715731619999,11478.14920000,60,1046.50000000,8539.83480000,0
1715731620000,8.17000000,8.17000000,8.16000000,8.16000000,168.60000000,1715731679999,1376.33000000,7,55.40000000,452.61800000,0
1715731680000,8.16000000,8.16000000,8.15000000,8.15000000,1956.59000000,1715731739999,15962.69100000,55,23.03000000,187.92480000,0
1715731740000,8.16000000,8.16000000,8.16000000,8.16000000,303.55000000,1715731799999,2476.96800000,6,303.55000000,2476.96800000,0
1715731800000,8.16000000,8.16000000,8.14000000,8.15000000,2150.65000000,1715731859999,17518.25410000,84,220.35000000,1796.49770000,0
1715731860000,8.15000000,8.15000000,8.14000000,8.14000000,528.97000000,1715731919999,4307.04380000,18,122.80000000,1000.82000000,0
1715731920000,8.15000000,8.17000000,8.15000000,8.16000000,612.41000000,1715731979999,4992.25970000,41,582.67000000,4749.73270000,0
1715731980000,8.16000000,8.17000000,8.15000000,8.16000000,579.95000000,1715732039999,4732.50710000,24,44.42000000,362.59430000,0
1715732040000,8.16000000,8.16000000,8.15000000,8.16000000,198.11000000,1715732099999,1615.25660000,12,66.01000000,538.64160000,0
1715732100000,8.16000000,8.16000000,8.14000000,8.15000000,893.26000000,1715732159999,7273.66690000,30,265.22000000,2159.10220000,0
1715732160000,8.15000000,8.15000000,8.14000000,8.15000000,715.87000000,1715732219999,5834.13890000,41,695.71000000,5670.03650000,0
1715732220000,8.15000000,8.16000000,8.14000000,8.16000000,3812.16000000,1715732279999,31079.29890000,117,2618.47000000,21349.64940000,0
1715732280000,8.15000000,8.16000000,8.15000000,8.16000000,291.08000000,1715732339999,2373.47530000,17,117.33000000,957.41280000,0
1715732340000,8.15000000,8.16000000,8.15000000,8.16000000,454.58000000,1715732399999,3706.39480000,19,156.78000000,1279.32480000,0
1715732400000,8.15000000,8.16000000,8.15000000,8.16000000,1017.79000000,1715732459999,8305.14190000,34,757.92000000,6184.62720000,0
1715732460000,8.16000000,8.16000000,8.16000000,8.16000000,806.38000000,1715732519999,6580.06080000,22,363.50000000,2966.16000000,0
1715732520000,8.16000000,8.17000000,8.16000000,8.17000000,754.68000000,1715732579999,6160.23200000,27,300.92000000,2457.55040000,0
1715732580000,8.18000000,8.18000000,8.17000000,8.17000000,66.78000000,1715732639999,546.25150000,11,65.89000000,538.98020000,0
1715732640000,8.18000000,8.19000000,8.18000000,8.19000000,76.27000000,1715732699999,623.90980000,8,76.27000000,623.90980000,0
1715732700000,8.18000000,8.19000000,8.18000000,8.19000000,755.52000000,1715732759999,6186.38480000,37,435.29000000,3565.02510000,0
1715732760000,8.19000000,8.19000000,8.19000000,8.19000000,7.08000000,1715732819999,57.98520000,3,7.08000000,57.98520000,0
1715732820000,8.19000000,8.20000000,8.19000000,8.20000000,738.28000000,1715732879999,6050.39430000,17,738.28000000,6050.39430000,0
1715732880000,8.20000000,8.21000000,8.20000000,8.21000000,675.47000000,1715732939999,5539.07580000,17,674.66000000,5532.43380000,0
1715732940000,8.21000000,8.21000000,8.21000000,8.21000000,71.02000000,1715732999999,583.07420000,5,71.02000000,583.07420000,0
1715733000000,8.21000000,8.22000000,8.21000000,8.22000000,696.74000000,1715733059999,5720.30180000,35,125.65000000,1031.65290000,0
1715733060000,8.22000000,8.22000000,8.21000000,8.21000000,1111.69000000,1715733119999,9132.01630000,50,185.97000000,1528.67340000,0
1715733120000,8.20000000,8.20000000,8.18000000,8.19000000,2220.44000000,1715733179999,18199.57940000,59,871.70000000,7147.68980000,0
