Strategy,Sharpe Ratio,Max Drawdown (%),Final Return (%)
Dynamic Agent,0.1527943764390275,5.0446148607723496,23.690586935968014
" Fixed Strategy: Entry=1, Stop=2",0.124849113076042,4.995037499259726,23.104074130316107
" Fixed Strategy: Entry=2, Stop=3",0.08043761690206712,6.379778995951055,9.410212753933358
" Fixed Strategy: Entry=3, Stop=4",0.09227664517991754,7.534469568607582,3.991976829701556
" Fixed Strategy: Entry=4, Stop=5",0.12029093644029273,0.6544269070148934,0.8438213540099468
