Pair,Total return (%),Annualized Sharpe Ratio,Max Drawdown (%),Number of trades,Non-stop loss win rate (%),Mean trade duration/Reversion speed from threshold (mins),Average entry beta,Median MABD (%),Beta series returns MAD (%),Average S1 trade returns (%),Average S2 trade returns (%)
MANAUSDT_2024_5m ~ SANDUSDT_2024_5m,18.384255089165897,4.846001425782518,2.43909359063426,107,74.76635514018692,359.8130841121495,0.8980076227384052,8.38597947316204,0.1598637810550363,-0.2858468262013465,-0.17365774883466614
