timestamp,SANDUSDT_2024_5m,MANAUSDT_2024_5m,AXSUSDT_2024_5m
2024-07-01 00:00:00,0.3304,0.3387,6.045
2024-07-01 00:05:00,0.3304,0.3387,6.04
2024-07-01 00:10:00,0.331,0.3392,6.058
2024-07-01 00:15:00,0.3311,0.3389,6.065
2024-07-01 00:20:00,0.3313,0.3391,6.067
2024-07-01 00:25:00,0.3307,0.3385,6.054
2024-07-01 00:30:00,0.3313,0.3389,6.06
2024-07-01 00:35:00,0.331,0.3382,6.054
2024-07-01 00:40:00,0.3311,0.3383,6.061
2024-07-01 00:45:00,0.3308,0.3382,6.05
2024-07-01 00:50:00,0.331,0.3382,6.053
2024-07-01 00:55:00,0.331,0.3379,6.044
2024-07-01 01:00:00,0.3306,0.3376,6.035
2024-07-01 01:05:00,0.3321,0.3391,6.062
2024-07-01 01:10:00,0.3342,0.3415,6.107
2024-07-01 01:15:00,0.335,0.3426,6.107
2024-07-01 01:20:00,0.3351,0.3428,6.13
2024-07-01 01:25:00,0.3355,0.3435,6.138
2024-07-01 01:30:00,0.3358,0.3439,6.185
2024-07-01 01:35:00,0.3361,0.3437,6.206
2024-07-01 01:40:00,0.3358,0.344,6.242
2024-07-01 01:45:00,0.3355,0.3443,6.19
2024-07-01 01:50:00,0.3358,0.3446,6.195
2024-07-01 01:55:00,0.3356,0.3447,6.183
2024-07-01 02:00:00,0.3354,0.3442,6.182
2024-07-01 02:05:00,0.3357,0.3446,6.184
2024-07-01 02:10:00,0.3353,0.3448,6.19
2024-07-01 02:15:00,0.336,0.3452,6.193
2024-07-01 02:20:00,0.336,0.3449,6.173
2024-07-01 02:25:00,0.3361,0.3451,6.176
2024-07-01 02:30:00,0.335,0.3442,6.158
2024-07-01 02:35:00,0.3354,0.3449,6.163
2024-07-01 02:40:00,0.3356,0.3449,6.163
2024-07-01 02:45:00,0.3362,0.3454,6.16
2024-07-01 02:50:00,0.3358,0.3451,6.153
2024-07-01 02:55:00,0.3357,0.345,6.151
2024-07-01 03:00:00,0.3357,0.3448,6.153
2024-07-01 03:05:00,0.3358,0.3446,6.159
2024-07-01 03:10:00,0.3356,0.344,6.156
2024-07-01 03:15:00,0.3356,0.3441,6.151
2024-07-01 03:20:00,0.3353,0.3435,6.138
2024-07-01 03:25:00,0.3354,0.3433,6.136
2024-07-01 03:30:00,0.3352,0.3433,6.136
2024-07-01 03:35:00,0.335,0.3429,6.132
2024-07-01 03:40:00,0.3351,0.3428,6.139
2024-07-01 03:45:00,0.3357,0.3435,6.139
2024-07-01 03:50:00,0.3354,0.3431,6.135
2024-07-01 03:55:00,0.3353,0.3428,6.13
2024-07-01 04:00:00,0.3349,0.3425,6.13
2024-07-01 04:05:00,0.3355,0.3428,6.139
2024-07-01 04:10:00,0.3357,0.3429,6.14
2024-07-01 04:15:00,0.3354,0.3428,6.148
2024-07-01 04:20:00,0.3352,0.3425,6.135
2024-07-01 04:25:00,0.3351,0.3422,6.133
2024-07-01 04:30:00,0.3347,0.3418,6.132
2024-07-01 04:35:00,0.3339,0.3411,6.113
2024-07-01 04:40:00,0.3343,0.3417,6.127
2024-07-01 04:45:00,0.3348,0.3419,6.12
2024-07-01 04:50:00,0.3349,0.342,6.12
2024-07-01 04:55:00,0.3345,0.3418,6.113
2024-07-01 05:00:00,0.3338,0.3415,6.104
2024-07-01 05:05:00,0.3338,0.3415,6.105
2024-07-01 05:10:00,0.3335,0.3415,6.103
2024-07-01 05:15:00,0.3334,0.3413,6.099
2024-07-01 05:20:00,0.3334,0.3414,6.098
2024-07-01 05:25:00,0.333,0.3409,6.09
2024-07-01 05:30:00,0.3328,0.3407,6.071
2024-07-01 05:35:00,0.3327,0.3406,6.075
2024-07-01 05:40:00,0.3325,0.3406,6.07
2024-07-01 05:45:00,0.3324,0.3406,6.067
2024-07-01 05:50:00,0.3328,0.3407,6.073
2024-07-01 05:55:00,0.3329,0.3408,6.081
2024-07-01 06:00:00,0.3329,0.3406,6.076
2024-07-01 06:05:00,0.3329,0.3402,6.068
2024-07-01 06:10:00,0.3327,0.3401,6.066
2024-07-01 06:15:00,0.333,0.3404,6.069
2024-07-01 06:20:00,0.3321,0.3396,6.056
2024-07-01 06:25:00,0.3321,0.3394,6.064
2024-07-01 06:30:00,0.3327,0.3398,6.068
2024-07-01 06:35:00,0.3328,0.3399,6.067
2024-07-01 06:40:00,0.3326,0.3399,6.069
2024-07-01 06:45:00,0.3329,0.3401,6.068
2024-07-01 06:50:00,0.3328,0.3403,6.065
2024-07-01 06:55:00,0.3328,0.3401,6.065
2024-07-01 07:00:00,0.3331,0.34,6.065
2024-07-01 07:05:00,0.3334,0.3401,6.072
2024-07-01 07:10:00,0.3347,0.3419,6.101
2024-07-01 07:15:00,0.3342,0.3416,6.094
2024-07-01 07:20:00,0.3336,0.3407,6.08
2024-07-01 07:25:00,0.3338,0.341,6.086
2024-07-01 07:30:00,0.3344,0.3413,6.096
2024-07-01 07:35:00,0.3352,0.3419,6.1
2024-07-01 07:40:00,0.3347,0.342,6.095
2024-07-01 07:45:00,0.3347,0.3419,6.092
2024-07-01 07:50:00,0.334,0.3411,6.082
2024-07-01 07:55:00,0.3341,0.3412,6.084
2024-07-01 08:00:00,0.3342,0.3416,6.087
2024-07-01 08:05:00,0.3346,0.3424,6.098
2024-07-01 08:10:00,0.334,0.342,6.086
2024-07-01 08:15:00,0.3344,0.3422,6.085
2024-07-01 08:20:00,0.3337,0.3419,6.07
2024-07-01 08:25:00,0.3339,0.3419,6.081
2024-07-01 08:30:00,0.3345,0.3426,6.076
2024-07-01 08:35:00,0.3333,0.3417,6.062
2024-07-01 08:40:00,0.3334,0.3413,6.053
2024-07-01 08:45:00,0.334,0.3419,6.057
2024-07-01 08:50:00,0.3344,0.3423,6.07
2024-07-01 08:55:00,0.334,0.3419,6.073
2024-07-01 09:00:00,0.3345,0.3425,6.083
2024-07-01 09:05:00,0.3338,0.3424,6.071
2024-07-01 09:10:00,0.3339,0.3423,6.073
2024-07-01 09:15:00,0.3334,0.3418,6.07
2024-07-01 09:20:00,0.3336,0.3422,6.07
2024-07-01 09:25:00,0.3341,0.3427,6.075
2024-07-01 09:30:00,0.3344,0.3437,6.094
2024-07-01 09:35:00,0.3347,0.3441,6.097
2024-07-01 09:40:00,0.3342,0.3432,6.089
2024-07-01 09:45:00,0.3342,0.343,6.079
2024-07-01 09:50:00,0.334,0.343,6.078
2024-07-01 09:55:00,0.3342,0.3434,6.08
2024-07-01 10:00:00,0.3338,0.3433,6.071
2024-07-01 10:05:00,0.3333,0.3424,6.053
2024-07-01 10:10:00,0.3334,0.3426,6.049
2024-07-01 10:15:00,0.3328,0.3419,6.027
2024-07-01 10:20:00,0.3325,0.3414,6.023
2024-07-01 10:25:00,0.3334,0.342,6.024
2024-07-01 10:30:00,0.3335,0.3421,6.035
2024-07-01 10:35:00,0.3332,0.3421,6.034
2024-07-01 10:40:00,0.3333,0.3422,6.037
2024-07-01 10:45:00,0.333,0.3419,6.024
2024-07-01 10:50:00,0.3335,0.3425,6.033
2024-07-01 10:55:00,0.3339,0.3427,6.038
2024-07-01 11:00:00,0.3329,0.3418,6.035
2024-07-01 11:05:00,0.3331,0.3424,6.041
2024-07-01 11:10:00,0.3333,0.3424,6.037
2024-07-01 11:15:00,0.3329,0.3422,6.023
2024-07-01 11:20:00,0.3323,0.3415,6.029
2024-07-01 11:25:00,0.3322,0.3412,6.026
2024-07-01 11:30:00,0.332,0.3408,6.015
2024-07-01 11:35:00,0.3315,0.3405,6.01
2024-07-01 11:40:00,0.3317,0.3407,6.017
2024-07-01 11:45:00,0.3314,0.3403,6.017
2024-07-01 11:50:00,0.3312,0.34,6.013
2024-07-01 11:55:00,0.3316,0.3404,6.018
2024-07-01 12:00:00,0.332,0.3412,6.017
2024-07-01 12:05:00,0.3319,0.3411,6.013
2024-07-01 12:10:00,0.3321,0.3411,6.008
2024-07-01 12:15:00,0.3316,0.3407,6.006
2024-07-01 12:20:00,0.3317,0.341,6.011
2024-07-01 12:25:00,0.3312,0.3404,6.0
2024-07-01 12:30:00,0.331,0.3401,5.995
2024-07-01 12:35:00,0.3312,0.3402,6.011
2024-07-01 12:40:00,0.3311,0.3401,6.002
2024-07-01 12:45:00,0.3312,0.3404,6.012
2024-07-01 12:50:00,0.3309,0.34,6.001
2024-07-01 12:55:00,0.3311,0.34,5.996
2024-07-01 13:00:00,0.3317,0.3405,6.01
2024-07-01 13:05:00,0.3314,0.3402,6.004
2024-07-01 13:10:00,0.3309,0.3392,5.995
2024-07-01 13:15:00,0.3305,0.3387,5.989
2024-07-01 13:20:00,0.3306,0.3389,5.996
2024-07-01 13:25:00,0.332,0.3402,6.022
2024-07-01 13:30:00,0.331,0.3392,5.993
2024-07-01 13:35:00,0.3311,0.339,5.994
2024-07-01 13:40:00,0.331,0.339,5.987
2024-07-01 13:45:00,0.3295,0.3373,5.971
2024-07-01 13:50:00,0.3289,0.3368,5.972
2024-07-01 13:55:00,0.3289,0.3368,5.968
2024-07-01 14:00:00,0.3279,0.3359,5.96
2024-07-01 14:05:00,0.3288,0.3363,5.971
2024-07-01 14:10:00,0.3258,0.3336,5.937
2024-07-01 14:15:00,0.3269,0.335,5.962
2024-07-01 14:20:00,0.3266,0.3348,5.957
2024-07-01 14:25:00,0.3273,0.3351,5.96
2024-07-01 14:30:00,0.3264,0.3351,5.953
2024-07-01 14:35:00,0.3274,0.3364,5.962
2024-07-01 14:40:00,0.327,0.3358,5.96
2024-07-01 14:45:00,0.3269,0.3353,5.957
2024-07-01 14:50:00,0.3272,0.3357,5.964
2024-07-01 14:55:00,0.3275,0.3359,5.963
2024-07-01 15:00:00,0.3276,0.3365,5.959
2024-07-01 15:05:00,0.3277,0.3366,5.957
2024-07-01 15:10:00,0.3284,0.3373,5.97
2024-07-01 15:15:00,0.3277,0.3364,5.946
2024-07-01 15:20:00,0.3266,0.3352,5.929
2024-07-01 15:25:00,0.3273,0.3359,5.935
2024-07-01 15:30:00,0.3276,0.3365,5.933
2024-07-01 15:35:00,0.3278,0.3366,5.94
2024-07-01 15:40:00,0.3273,0.3364,5.926
2024-07-01 15:45:00,0.3279,0.337,5.937
2024-07-01 15:50:00,0.3286,0.3376,5.952
2024-07-01 15:55:00,0.3291,0.3377,5.969
2024-07-01 16:00:00,0.3287,0.3374,5.945
2024-07-01 16:05:00,0.3303,0.3386,5.975
2024-07-01 16:10:00,0.3303,0.3387,5.986
2024-07-01 16:15:00,0.3305,0.3389,5.983
2024-07-01 16:20:00,0.33,0.3385,5.98
2024-07-01 16:25:00,0.3292,0.3382,5.964
2024-07-01 16:30:00,0.3292,0.3384,5.981
2024-07-01 16:35:00,0.3294,0.3385,5.976
2024-07-01 16:40:00,0.3293,0.3385,5.985
2024-07-01 16:45:00,0.3295,0.3389,5.996
2024-07-01 16:50:00,0.3291,0.3389,5.989
2024-07-01 16:55:00,0.3293,0.3392,5.983
2024-07-01 17:00:00,0.3302,0.34,6.003
2024-07-01 17:05:00,0.3296,0.3397,5.988
2024-07-01 17:10:00,0.3301,0.34,5.995
2024-07-01 17:15:00,0.3303,0.3401,5.99
2024-07-01 17:20:00,0.3301,0.3397,5.988
2024-07-01 17:25:00,0.3308,0.3405,6.002
2024-07-01 17:30:00,0.3309,0.3409,6.014
2024-07-01 17:35:00,0.3309,0.3408,6.019
2024-07-01 17:40:00,0.3314,0.3413,6.033
2024-07-01 17:45:00,0.3309,0.3417,6.026
2024-07-01 17:50:00,0.3315,0.3425,6.046
2024-07-01 17:55:00,0.332,0.3427,6.04
2024-07-01 18:00:00,0.3326,0.3435,6.051
2024-07-01 18:05:00,0.3324,0.3432,6.039
2024-07-01 18:10:00,0.332,0.3429,6.029
2024-07-01 18:15:00,0.3337,0.3445,6.053
2024-07-01 18:20:00,0.3334,0.3443,6.027
2024-07-01 18:25:00,0.3319,0.3432,6.0
2024-07-01 18:30:00,0.3312,0.3425,5.988
2024-07-01 18:35:00,0.3312,0.3424,5.985
2024-07-01 18:40:00,0.3313,0.3424,5.98
2024-07-01 18:45:00,0.3319,0.3428,5.984
2024-07-01 18:50:00,0.3325,0.3431,5.988
2024-07-01 18:55:00,0.3326,0.3431,5.991
2024-07-01 19:00:00,0.3325,0.3433,5.991
2024-07-01 19:05:00,0.3338,0.3447,6.011
2024-07-01 19:10:00,0.3334,0.3447,6.0
2024-07-01 19:15:00,0.3333,0.3446,5.987
2024-07-01 19:20:00,0.333,0.3442,5.977
2024-07-01 19:25:00,0.3326,0.3438,5.976
2024-07-01 19:30:00,0.3328,0.3441,5.976
2024-07-01 19:35:00,0.3322,0.3435,5.963
2024-07-01 19:40:00,0.3322,0.3438,5.961
2024-07-01 19:45:00,0.3328,0.3443,5.971
2024-07-01 19:50:00,0.3334,0.3445,5.98
2024-07-01 19:55:00,0.3335,0.345,5.983
2024-07-01 20:00:00,0.334,0.3449,5.985
2024-07-01 20:05:00,0.3339,0.345,5.984
2024-07-01 20:10:00,0.3336,0.3447,5.976
2024-07-01 20:15:00,0.3338,0.3448,5.981
2024-07-01 20:20:00,0.3336,0.3445,5.972
2024-07-01 20:25:00,0.3334,0.3443,5.968
2024-07-01 20:30:00,0.3329,0.344,5.957
2024-07-01 20:35:00,0.333,0.3439,5.952
2024-07-01 20:40:00,0.3333,0.3442,5.961
2024-07-01 20:45:00,0.3333,0.3444,5.963
2024-07-01 20:50:00,0.3334,0.3443,5.97
2024-07-01 20:55:00,0.3334,0.3443,5.965
2024-07-01 21:00:00,0.3338,0.3445,5.969
2024-07-01 21:05:00,0.3339,0.3448,5.976
2024-07-01 21:10:00,0.3336,0.3447,5.958
2024-07-01 21:15:00,0.3336,0.3446,5.957
2024-07-01 21:20:00,0.3335,0.3443,5.961
2024-07-01 21:25:00,0.3331,0.344,5.961
2024-07-01 21:30:00,0.3329,0.3441,5.963
2024-07-01 21:35:00,0.3325,0.3437,5.963
2024-07-01 21:40:00,0.3327,0.3434,5.967
2024-07-01 21:45:00,0.3318,0.3432,5.973
2024-07-01 21:50:00,0.3317,0.3428,5.964
2024-07-01 21:55:00,0.3314,0.3431,5.966
2024-07-01 22:00:00,0.3315,0.343,5.962
2024-07-01 22:05:00,0.3308,0.3428,5.953
2024-07-01 22:10:00,0.3302,0.3415,5.944
2024-07-01 22:15:00,0.3299,0.342,5.942
2024-07-01 22:20:00,0.3279,0.3399,5.914
2024-07-01 22:25:00,0.3286,0.341,5.921
2024-07-01 22:30:00,0.3277,0.3398,5.908
2024-07-01 22:35:00,0.3281,0.3401,5.909
2024-07-01 22:40:00,0.3279,0.3399,5.905
2024-07-01 22:45:00,0.3283,0.3409,5.916
2024-07-01 22:50:00,0.3284,0.3413,5.91
2024-07-01 22:55:00,0.3284,0.3413,5.909
2024-07-01 23:00:00,0.328,0.341,5.905
2024-07-01 23:05:00,0.3284,0.3408,5.91
2024-07-01 23:10:00,0.3285,0.3413,5.909
2024-07-01 23:15:00,0.328,0.3409,5.902
2024-07-01 23:20:00,0.3273,0.34,5.897
2024-07-01 23:25:00,0.327,0.3401,5.893
2024-07-01 23:30:00,0.3276,0.3407,5.892
2024-07-01 23:35:00,0.3275,0.3409,5.897
2024-07-01 23:40:00,0.3275,0.3408,5.893
2024-07-01 23:45:00,0.3271,0.3406,5.886
2024-07-01 23:50:00,0.328,0.3409,5.899
2024-07-01 23:55:00,0.328,0.341,5.901
2024-07-02 00:00:00,0.3277,0.341,5.895
2024-07-02 00:05:00,0.3263,0.3401,5.869
2024-07-02 00:10:00,0.3274,0.341,5.892
2024-07-02 00:15:00,0.3266,0.3404,5.877
2024-07-02 00:20:00,0.3265,0.3403,5.88
2024-07-02 00:25:00,0.3274,0.3416,5.896
2024-07-02 00:30:00,0.3272,0.3417,5.888
2024-07-02 00:35:00,0.327,0.3414,5.888
2024-07-02 00:40:00,0.3261,0.3405,5.871
2024-07-02 00:45:00,0.3269,0.3413,5.883
2024-07-02 00:50:00,0.327,0.3416,5.886
2024-07-02 00:55:00,0.3268,0.3414,5.882
2024-07-02 01:00:00,0.3268,0.3412,5.885
2024-07-02 01:05:00,0.3271,0.3416,5.89
2024-07-02 01:10:00,0.327,0.3415,5.89
2024-07-02 01:15:00,0.3271,0.3413,5.89
2024-07-02 01:20:00,0.3266,0.3413,5.888
2024-07-02 01:25:00,0.3267,0.3414,5.887
2024-07-02 01:30:00,0.3265,0.3414,5.892
2024-07-02 01:35:00,0.3259,0.341,5.877
2024-07-02 01:40:00,0.326,0.3408,5.878
2024-07-02 01:45:00,0.3267,0.3413,5.886
2024-07-02 01:50:00,0.3271,0.3418,5.893
2024-07-02 01:55:00,0.3269,0.3412,5.899
2024-07-02 02:00:00,0.3266,0.3407,5.889
2024-07-02 02:05:00,0.3272,0.3417,5.902
2024-07-02 02:10:00,0.3275,0.3415,5.902
2024-07-02 02:15:00,0.3268,0.3411,5.897
2024-07-02 02:20:00,0.3265,0.3408,5.89
2024-07-02 02:25:00,0.3265,0.3406,5.89
2024-07-02 02:30:00,0.3262,0.3401,5.883
2024-07-02 02:35:00,0.3262,0.34,5.884
2024-07-02 02:40:00,0.3265,0.3404,5.887
2024-07-02 02:45:00,0.3272,0.341,5.891
2024-07-02 02:50:00,0.3274,0.3412,5.904
2024-07-02 02:55:00,0.3281,0.3416,5.912
2024-07-02 03:00:00,0.3286,0.3423,5.916
2024-07-02 03:05:00,0.3285,0.3423,5.914
2024-07-02 03:10:00,0.3279,0.3421,5.909
2024-07-02 03:15:00,0.3278,0.3419,5.91
2024-07-02 03:20:00,0.3285,0.3423,5.915
2024-07-02 03:25:00,0.3284,0.3427,5.916
2024-07-02 03:30:00,0.3292,0.3434,5.925
2024-07-02 03:35:00,0.3296,0.3439,5.928
2024-07-02 03:40:00,0.33,0.3436,5.941
2024-07-02 03:45:00,0.3296,0.3437,5.929
2024-07-02 03:50:00,0.3297,0.3438,5.928
2024-07-02 03:55:00,0.3297,0.3438,5.923
2024-07-02 04:00:00,0.3303,0.3443,5.934
2024-07-02 04:05:00,0.3302,0.3455,5.93
2024-07-02 04:10:00,0.331,0.346,5.95
2024-07-02 04:15:00,0.3312,0.3463,5.954
2024-07-02 04:20:00,0.3312,0.3459,5.955
2024-07-02 04:25:00,0.3311,0.346,5.948
2024-07-02 04:30:00,0.3314,0.3467,5.945
2024-07-02 04:35:00,0.3306,0.3456,5.94
2024-07-02 04:40:00,0.3312,0.3463,5.956
2024-07-02 04:45:00,0.331,0.346,5.951
2024-07-02 04:50:00,0.3306,0.3459,5.947
2024-07-02 04:55:00,0.3301,0.3454,5.941
2024-07-02 05:00:00,0.3304,0.3459,5.95
2024-07-02 05:05:00,0.3301,0.3456,5.949
2024-07-02 05:10:00,0.3306,0.3464,5.957
2024-07-02 05:15:00,0.3311,0.347,5.958
2024-07-02 05:20:00,0.3316,0.3478,5.962
2024-07-02 05:25:00,0.3315,0.3473,5.958
2024-07-02 05:30:00,0.3313,0.3477,5.953
2024-07-02 05:35:00,0.3312,0.3471,5.951
2024-07-02 05:40:00,0.3308,0.3471,5.951
2024-07-02 05:45:00,0.3304,0.3464,5.946
2024-07-02 05:50:00,0.3305,0.3467,5.95
2024-07-02 05:55:00,0.3307,0.3468,5.956
2024-07-02 06:00:00,0.3304,0.3471,5.947
2024-07-02 06:05:00,0.3301,0.3471,5.945
2024-07-02 06:10:00,0.3302,0.3473,5.941
2024-07-02 06:15:00,0.3302,0.3474,5.949
2024-07-02 06:20:00,0.3312,0.3485,5.961
2024-07-02 06:25:00,0.3305,0.3477,5.947
2024-07-02 06:30:00,0.3298,0.3473,5.932
2024-07-02 06:35:00,0.3295,0.3465,5.917
2024-07-02 06:40:00,0.3297,0.3471,5.931
2024-07-02 06:45:00,0.3293,0.3464,5.92
2024-07-02 06:50:00,0.3296,0.3467,5.928
2024-07-02 06:55:00,0.3293,0.3466,5.927
2024-07-02 07:00:00,0.3294,0.3469,5.927
2024-07-02 07:05:00,0.329,0.347,5.915
2024-07-02 07:10:00,0.3284,0.3463,5.905
2024-07-02 07:15:00,0.3285,0.3463,5.909
2024-07-02 07:20:00,0.329,0.3468,5.918
2024-07-02 07:25:00,0.3288,0.3465,5.917
2024-07-02 07:30:00,0.3278,0.3452,5.888
2024-07-02 07:35:00,0.3274,0.345,5.884
2024-07-02 07:40:00,0.3273,0.3452,5.888
2024-07-02 07:45:00,0.3275,0.3452,5.892
2024-07-02 07:50:00,0.3275,0.3452,5.894
2024-07-02 07:55:00,0.3275,0.3454,5.897
2024-07-02 08:00:00,0.3266,0.3446,5.876
2024-07-02 08:05:00,0.3267,0.3446,5.878
2024-07-02 08:10:00,0.3263,0.3442,5.874
2024-07-02 08:15:00,0.3275,0.3455,5.896
2024-07-02 08:20:00,0.3278,0.3457,5.901
2024-07-02 08:25:00,0.3271,0.3453,5.888
2024-07-02 08:30:00,0.3267,0.3447,5.879
2024-07-02 08:35:00,0.3264,0.3442,5.87
2024-07-02 08:40:00,0.327,0.3448,5.886
2024-07-02 08:45:00,0.3275,0.3454,5.9
2024-07-02 08:50:00,0.3273,0.3453,5.896
2024-07-02 08:55:00,0.3269,0.3451,5.89
2024-07-02 09:00:00,0.3266,0.3449,5.891
2024-07-02 09:05:00,0.3281,0.3466,5.927
2024-07-02 09:10:00,0.3277,0.3463,5.909
2024-07-02 09:15:00,0.3272,0.3458,5.905
2024-07-02 09:20:00,0.3267,0.3455,5.899
2024-07-02 09:25:00,0.3269,0.3459,5.898
2024-07-02 09:30:00,0.3269,0.3457,5.9
2024-07-02 09:35:00,0.3271,0.3453,5.893
2024-07-02 09:40:00,0.3271,0.3452,5.894
2024-07-02 09:45:00,0.3272,0.3458,5.898
2024-07-02 09:50:00,0.3273,0.3459,5.901
2024-07-02 09:55:00,0.3271,0.346,5.898
2024-07-02 10:00:00,0.3267,0.3452,5.888
2024-07-02 10:05:00,0.3265,0.3449,5.888
2024-07-02 10:10:00,0.3268,0.345,5.894
2024-07-02 10:15:00,0.3273,0.3454,5.911
2024-07-02 10:20:00,0.3276,0.3454,5.907
2024-07-02 10:25:00,0.3279,0.3456,5.908
2024-07-02 10:30:00,0.3274,0.3449,5.899
2024-07-02 10:35:00,0.3282,0.3454,5.902
2024-07-02 10:40:00,0.3275,0.3447,5.898
2024-07-02 10:45:00,0.3277,0.3446,5.91
2024-07-02 10:50:00,0.3282,0.3449,5.917
2024-07-02 10:55:00,0.3285,0.3452,5.916
2024-07-02 11:00:00,0.328,0.3446,5.906
2024-07-02 11:05:00,0.3282,0.3443,5.904
2024-07-02 11:10:00,0.328,0.3441,5.902
2024-07-02 11:15:00,0.3279,0.3441,5.898
2024-07-02 11:20:00,0.328,0.344,5.914
2024-07-02 11:25:00,0.3287,0.3445,5.93
2024-07-02 11:30:00,0.3286,0.3446,5.925
2024-07-02 11:35:00,0.3285,0.3443,5.922
2024-07-02 11:40:00,0.3284,0.3442,5.928
2024-07-02 11:45:00,0.3288,0.3445,5.927
2024-07-02 11:50:00,0.3282,0.3444,5.922
2024-07-02 11:55:00,0.3285,0.3445,5.925
2024-07-02 12:00:00,0.3279,0.3441,5.917
2024-07-02 12:05:00,0.3276,0.3442,5.916
2024-07-02 12:10:00,0.3278,0.3443,5.917
2024-07-02 12:15:00,0.3287,0.3448,5.933
2024-07-02 12:20:00,0.329,0.3447,5.929
2024-07-02 12:25:00,0.3294,0.345,5.944
2024-07-02 12:30:00,0.3305,0.3463,5.956
2024-07-02 12:35:00,0.3311,0.3469,5.966
2024-07-02 12:40:00,0.3311,0.3465,5.966
2024-07-02 12:45:00,0.3318,0.3472,5.976
2024-07-02 12:50:00,0.3311,0.3466,5.969
2024-07-02 12:55:00,0.3309,0.3464,5.962
2024-07-02 13:00:00,0.3313,0.3465,5.966
2024-07-02 13:05:00,0.3316,0.3468,5.966
2024-07-02 13:10:00,0.332,0.347,5.973
2024-07-02 13:15:00,0.3321,0.3469,5.974
2024-07-02 13:20:00,0.3328,0.3479,5.985
2024-07-02 13:25:00,0.3333,0.3478,5.987
2024-07-02 13:30:00,0.3325,0.3471,5.967
2024-07-02 13:35:00,0.3342,0.3492,5.997
2024-07-02 13:40:00,0.3348,0.3495,6.003
2024-07-02 13:45:00,0.3339,0.3488,5.993
2024-07-02 13:50:00,0.3324,0.3478,5.977
2024-07-02 13:55:00,0.3318,0.347,5.97
2024-07-02 14:00:00,0.3324,0.348,5.98
2024-07-02 14:05:00,0.3311,0.3462,5.957
2024-07-02 14:10:00,0.3294,0.3448,5.937
2024-07-02 14:15:00,0.3297,0.3453,5.94
2024-07-02 14:20:00,0.3291,0.3448,5.928
2024-07-02 14:25:00,0.3298,0.3457,5.948
2024-07-02 14:30:00,0.3289,0.3446,5.936
2024-07-02 14:35:00,0.3273,0.3433,5.912
2024-07-02 14:40:00,0.327,0.3431,5.905
2024-07-02 14:45:00,0.3285,0.3445,5.928
2024-07-02 14:50:00,0.3293,0.3453,5.942
2024-07-02 14:55:00,0.329,0.345,5.939
2024-07-02 15:00:00,0.3291,0.3453,5.952
2024-07-02 15:05:00,0.3295,0.3456,5.96
2024-07-02 15:10:00,0.3286,0.3448,5.944
2024-07-02 15:15:00,0.3285,0.3444,5.955
2024-07-02 15:20:00,0.3285,0.3449,5.956
2024-07-02 15:25:00,0.3282,0.3445,5.962
2024-07-02 15:30:00,0.328,0.3441,5.952
2024-07-02 15:35:00,0.3284,0.3446,5.954
2024-07-02 15:40:00,0.3287,0.3443,5.946
2024-07-02 15:45:00,0.3289,0.3446,5.95
2024-07-02 15:50:00,0.3287,0.3447,5.953
2024-07-02 15:55:00,0.3283,0.3444,5.944
2024-07-02 16:00:00,0.3278,0.3439,5.928
2024-07-02 16:05:00,0.3274,0.3435,5.922
2024-07-02 16:10:00,0.3275,0.3429,5.906
2024-07-02 16:15:00,0.3272,0.3424,5.901
2024-07-02 16:20:00,0.3273,0.3427,5.898
2024-07-02 16:25:00,0.3273,0.3423,5.895
2024-07-02 16:30:00,0.3264,0.3416,5.879
2024-07-02 16:35:00,0.3252,0.3406,5.882
2024-07-02 16:40:00,0.3258,0.3413,5.88
2024-07-02 16:45:00,0.3261,0.3419,5.882
2024-07-02 16:50:00,0.3258,0.3419,5.879
2024-07-02 16:55:00,0.3261,0.3422,5.877
2024-07-02 17:00:00,0.3243,0.341,5.853
2024-07-02 17:05:00,0.3237,0.3399,5.835
2024-07-02 17:10:00,0.3235,0.3399,5.834
2024-07-02 17:15:00,0.3242,0.3405,5.834
2024-07-02 17:20:00,0.3244,0.3407,5.846
2024-07-02 17:25:00,0.3242,0.3406,5.846
2024-07-02 17:30:00,0.3243,0.3408,5.833
2024-07-02 17:35:00,0.325,0.3413,5.85
2024-07-02 17:40:00,0.3244,0.3412,5.842
2024-07-02 17:45:00,0.3248,0.3415,5.854
2024-07-02 17:50:00,0.3246,0.3413,5.859
2024-07-02 17:55:00,0.3252,0.3415,5.865
2024-07-02 18:00:00,0.326,0.3417,5.847
2024-07-02 18:05:00,0.3264,0.3424,5.869
2024-07-02 18:10:00,0.3265,0.3426,5.87
2024-07-02 18:15:00,0.3277,0.3443,5.897
2024-07-02 18:20:00,0.3286,0.3456,5.924
2024-07-02 18:25:00,0.3288,0.3456,5.935
2024-07-02 18:30:00,0.3292,0.3461,5.933
2024-07-02 18:35:00,0.3296,0.3467,5.951
2024-07-02 18:40:00,0.3297,0.3469,5.953
2024-07-02 18:45:00,0.3304,0.3479,5.965
2024-07-02 18:50:00,0.3301,0.3477,5.961
2024-07-02 18:55:00,0.3301,0.3474,5.953
2024-07-02 19:00:00,0.3299,0.3471,5.95
2024-07-02 19:05:00,0.3287,0.3461,5.937
2024-07-02 19:10:00,0.3287,0.346,5.944
2024-07-02 19:15:00,0.3285,0.3459,5.935
