Pair,Total return (%),Number of trades,Non-stop loss win rate (%),Mean trade duration/Reversion speed from threshold (mins),Average entry beta,Mean Absolute Percent Delta Beta (%),Beta series returns std (%),Average S1 trade returns (%),Average S2 trade returns (%)
XRPUSDT_2024_5m ~ ADAUSDT_2024_5m,9.379822745761551,183,64.48087431693989,393.46994535519127,0.5109694325817179,79.29868718538556,123.45223851934412,0.06215936129034253,0.12188647478059297
