timestamp,SUI/USDT_2024_1h,NEAR/USDT_2024_1h,ICP/USDT_2024_1h,TRX/USDT_2024_1h,BNB/USDT_2024_1h,BTC/USDT_2024_1h,AVAX/USDT_2024_1h,ETH/USDT_2024_1h,SOL/USDT_2024_1h,ADA/USDT_2024_1h
2024-01-01 00:00:00,0.7816,3.77,13.853,0.10832,314.4,42475.23,38.94,2295.51,101.96,0.5979
2024-01-01 01:00:00,0.7862,3.754,13.693,0.1082,315.3,42613.56,39.39,2303.72,104.12,0.6023
2024-01-01 02:00:00,0.7816,3.719,13.476,0.10781,310.9,42581.1,39.04,2293.02,103.69,0.5995
2024-01-01 03:00:00,0.7702,3.659,13.313,0.10711,309.2,42330.49,38.51,2273.81,103.07,0.5956
2024-01-01 04:00:00,0.7634,3.622,12.917,0.10654,309.2,42399.99,38.21,2279.55,102.62,0.5953
2024-01-01 05:00:00,0.7585,3.592,13.179,0.10628,308.7,42234.01,38.11,2275.89,101.64,0.5921
2024-01-01 06:00:00,0.7698,3.608,13.245,0.10662,309.7,42396.69,38.33,2281.9,102.34,0.5977
2024-01-01 07:00:00,0.7703,3.604,13.477,0.10698,310.6,42492.46,38.53,2284.67,102.51,0.5991
2024-01-01 08:00:00,0.7755,3.6,13.45,0.10719,311.3,42549.99,38.77,2287.01,102.48,0.5994
2024-01-01 09:00:00,0.7764,3.638,13.733,0.10702,312.3,42649.69,39.63,2299.8,104.03,0.6015
2024-01-01 10:00:00,0.7828,3.61,13.522,0.10695,309.8,42691.1,39.52,2302.04,104.14,0.6024
2024-01-01 11:00:00,0.7844,3.602,13.915,0.10694,309.5,42690.2,39.52,2304.47,104.32,0.6031
2024-01-01 12:00:00,0.7815,3.612,13.397,0.10691,309.4,42648.38,39.67,2299.43,104.76,0.6047
2024-01-01 13:00:00,0.7825,3.633,13.306,0.10709,310.8,42715.54,39.58,2304.16,105.31,0.6037
2024-01-01 14:00:00,0.7815,3.598,13.772,0.1069,309.9,42612.24,39.53,2300.99,104.39,0.6018
2024-01-01 15:00:00,0.8047,3.63,13.329,0.1072,312.5,42783.05,40.15,2314.7,105.98,0.6059
2024-01-01 16:00:00,0.8186,3.656,13.055,0.10688,311.5,42725.15,39.99,2309.89,106.64,0.6034
2024-01-01 17:00:00,0.8263,3.673,13.073,0.10704,312.5,42812.7,40.06,2313.76,107.09,0.6058
2024-01-01 18:00:00,0.8263,3.793,12.922,0.10729,311.4,43111.1,40.5,2326.9,107.88,0.6097
2024-01-01 19:00:00,0.838,3.808,13.127,0.10755,311.8,43517.99,41.05,2337.26,108.81,0.6185
2024-01-01 20:00:00,0.8416,3.806,12.956,0.10767,312.4,43687.86,41.19,2340.98,107.88,0.6193
2024-01-01 21:00:00,0.8424,3.797,13.048,0.10753,312.2,43619.21,41.18,2337.83,108.04,0.6175
2024-01-01 22:00:00,0.8424,3.774,13.02,0.10758,313.6,43529.93,41.3,2334.21,108.09,0.619
2024-01-01 23:00:00,0.8438,3.794,12.936,0.10772,313.5,44179.55,41.94,2352.04,109.91,0.6232
2024-01-02 00:00:00,0.8417,3.855,12.986,0.10812,317.8,45056.0,42.49,2387.58,110.54,0.6336
2024-01-02 01:00:00,0.8669,3.875,13.221,0.10817,317.5,44855.96,42.14,2378.08,111.05,0.6278
2024-01-02 02:00:00,0.8692,3.905,13.101,0.10816,318.1,45378.96,42.1,2382.95,111.92,0.6321
2024-01-02 03:00:00,0.8773,3.916,12.983,0.10827,319.2,45402.38,42.08,2386.43,111.41,0.6302
2024-01-02 04:00:00,0.911,3.96,13.115,0.10833,318.9,45179.8,42.4,2387.66,112.46,0.6276
2024-01-02 05:00:00,0.8852,3.958,13.408,0.10847,317.6,45179.48,42.76,2377.48,112.61,0.6261
2024-01-02 06:00:00,0.8939,4.012,13.364,0.10842,317.0,45168.75,42.33,2373.86,112.64,0.6218
2024-01-02 07:00:00,0.8891,4.164,13.398,0.10864,317.4,45455.53,43.21,2385.84,114.47,0.6272
2024-01-02 08:00:00,0.9004,4.161,13.505,0.1095,319.6,45759.3,43.13,2426.49,114.49,0.6324
2024-01-02 09:00:00,0.9042,4.271,13.457,0.10984,319.2,45673.48,43.23,2413.77,115.87,0.6314
2024-01-02 10:00:00,0.8928,4.251,13.798,0.11028,318.8,45584.99,42.87,2398.14,115.29,0.6281
2024-01-02 11:00:00,0.8726,4.154,13.595,0.11012,319.8,45433.99,42.28,2391.24,113.86,0.626
2024-01-02 12:00:00,0.8685,4.076,13.422,0.10989,318.0,45301.99,41.75,2386.85,112.94,0.6221
2024-01-02 13:00:00,0.8726,4.128,13.382,0.10962,318.2,45637.93,41.77,2398.0,113.32,0.6251
2024-01-02 14:00:00,0.8536,3.963,13.118,0.10888,312.0,45258.73,40.9,2367.28,110.02,0.6132
2024-01-02 15:00:00,0.8559,3.906,13.213,0.10874,308.4,45184.82,41.15,2357.48,109.61,0.6138
2024-01-02 16:00:00,0.8703,3.961,13.967,0.10958,310.8,45357.84,41.36,2367.91,110.14,0.6178
2024-01-02 17:00:00,0.8628,3.904,14.209,0.10934,310.2,44966.15,41.07,2357.43,107.7,0.6136
2024-01-02 18:00:00,0.8759,3.912,14.92,0.10926,309.7,45154.69,40.94,2365.7,107.84,0.6146
2024-01-02 19:00:00,0.8967,3.894,14.545,0.1091,311.2,45039.49,40.78,2369.19,107.67,0.6146
2024-01-02 20:00:00,0.8881,3.874,14.162,0.10915,310.1,44788.28,40.44,2359.87,107.02,0.6065
2024-01-02 21:00:00,0.8988,3.935,14.569,0.1091,310.7,45119.74,40.71,2366.34,107.98,0.604
2024-01-02 22:00:00,0.9232,3.948,14.426,0.10898,311.9,44981.73,40.76,2359.03,107.98,0.608
2024-01-02 23:00:00,0.9062,3.923,13.967,0.10834,312.2,44946.91,40.61,2355.34,106.73,0.605
2024-01-03 00:00:00,0.9201,3.978,13.983,0.10853,312.9,45135.61,40.74,2361.39,107.31,0.6068
2024-01-03 01:00:00,0.9048,3.995,13.768,0.10882,313.5,45317.58,40.85,2373.08,108.15,0.611
2024-01-03 02:00:00,0.8909,3.976,14.056,0.10898,312.7,45274.57,40.58,2368.75,107.69,0.6089
2024-01-03 03:00:00,0.8877,3.929,14.497,0.10959,312.7,45262.69,40.73,2368.51,108.11,0.6091
2024-01-03 04:00:00,0.8885,3.97,15.762,0.10932,314.7,45183.45,40.69,2370.5,107.97,0.6125
2024-01-03 05:00:00,0.9038,4.066,15.888,0.10936,317.0,45172.13,40.8,2376.94,108.33,0.6145
2024-01-03 06:00:00,0.8982,4.0,15.554,0.10934,319.5,45326.93,41.05,2375.34,109.26,0.6145
2024-01-03 07:00:00,0.8839,3.957,15.373,0.10903,316.8,45011.77,40.68,2361.64,107.81,0.6095
2024-01-03 08:00:00,0.8903,4.033,15.289,0.10951,318.7,45200.0,40.95,2370.5,108.33,0.6137
2024-01-03 09:00:00,0.8872,4.037,15.214,0.10973,330.2,45344.67,41.13,2376.01,108.97,0.6164
2024-01-03 10:00:00,0.8818,3.987,15.31,0.10938,331.5,45151.91,40.99,2364.58,107.28,0.6142
2024-01-03 11:00:00,0.8518,3.818,14.903,0.10745,323.0,43702.88,39.32,2307.68,103.42,0.5954
2024-01-03 12:00:00,0.8046,3.665,14.63,0.10492,316.2,42789.38,37.73,2248.55,100.31,0.562
2024-01-03 13:00:00,0.809,3.475,13.963,0.10438,312.8,42529.4,36.85,2223.79,98.43,0.5571
2024-01-03 14:00:00,0.7896,3.439,13.954,0.10402,309.6,42179.99,36.02,2193.77,96.57,0.5455
2024-01-03 15:00:00,0.8292,3.613,14.004,0.10528,316.9,43000.01,37.14,2240.4,102.06,0.565
2024-01-03 16:00:00,0.8155,3.605,14.455,0.10516,319.4,42992.67,36.85,2231.4,99.6,0.566
2024-01-03 17:00:00,0.829,3.709,14.97,0.10478,318.0,42906.0,36.48,2223.3,97.75,0.5595
2024-01-03 18:00:00,0.8129,3.617,14.459,0.10443,312.7,42255.72,35.94,2198.23,96.84,0.5485
2024-01-03 19:00:00,0.833,3.623,14.9,0.10475,314.0,42596.67,36.22,2206.53,97.38,0.5546
2024-01-03 20:00:00,0.8354,3.818,15.373,0.10554,316.8,42721.02,37.14,2218.28,99.62,0.5609
2024-01-03 21:00:00,0.864,3.892,15.069,0.10624,318.4,42917.62,37.32,2226.03,100.26,0.5627
2024-01-03 22:00:00,0.8447,3.831,14.565,0.10619,316.6,42749.68,36.71,2205.39,98.81,0.5588
2024-01-03 23:00:00,0.8437,3.771,14.398,0.10675,315.8,42845.23,36.8,2209.72,98.52,0.5569
2024-01-04 00:00:00,0.8536,3.73,14.918,0.10732,313.7,42874.01,36.85,2210.64,100.11,0.5601
2024-01-04 01:00:00,0.8273,3.656,14.264,0.1071,311.5,42708.01,36.29,2205.92,98.37,0.5517
2024-01-04 02:00:00,0.8387,3.716,14.459,0.10753,315.2,43138.49,37.11,2231.59,100.9,0.5603
2024-01-04 03:00:00,0.8491,3.703,14.336,0.10777,317.2,43102.8,36.99,2231.08,101.1,0.56
2024-01-04 04:00:00,0.8685,3.685,14.369,0.10802,318.7,43149.99,37.02,2237.88,100.56,0.5628
2024-01-04 05:00:00,0.8553,3.697,14.381,0.10808,320.6,43183.74,36.99,2235.93,101.21,0.5623
2024-01-04 06:00:00,0.8432,3.661,14.494,0.1081,321.1,43155.46,37.17,2238.8,100.73,0.5622
2024-01-04 07:00:00,0.8249,3.615,14.377,0.10753,318.5,42763.08,36.59,2221.85,98.88,0.5557
2024-01-04 08:00:00,0.8268,3.634,13.931,0.10733,320.1,42849.66,36.61,2215.95,98.06,0.5577
2024-01-04 09:00:00,0.8247,3.693,13.777,0.10713,321.8,43007.74,36.75,2223.4,98.49,0.5626
2024-01-04 10:00:00,0.8135,3.649,13.749,0.10674,318.7,43073.26,36.68,2222.39,98.3,0.5666
2024-01-04 11:00:00,0.8213,3.69,14.012,0.10677,316.9,43176.32,37.03,2228.14,98.51,0.5579
2024-01-04 12:00:00,0.8207,3.724,14.116,0.10682,317.3,43378.12,37.36,2235.99,99.4,0.5624
2024-01-04 13:00:00,0.8211,3.721,14.266,0.10708,318.1,43346.68,37.19,2238.29,99.94,0.5625
2024-01-04 14:00:00,0.8452,3.835,14.415,0.10739,321.3,43676.07,37.95,2273.25,102.3,0.5696
2024-01-04 15:00:00,0.8523,3.927,14.76,0.10737,319.7,44051.1,39.3,2276.87,103.66,0.5746
2024-01-04 16:00:00,0.8377,3.849,14.386,0.10708,318.4,43915.71,38.76,2269.58,102.02,0.5685
2024-01-04 17:00:00,0.8452,3.853,14.347,0.10708,318.3,43990.01,38.82,2274.72,103.08,0.5708
2024-01-04 18:00:00,0.844,3.884,14.133,0.10715,320.1,44048.96,38.82,2273.76,103.67,0.5702
2024-01-04 19:00:00,0.8463,3.986,14.05,0.10686,318.2,43956.48,38.78,2274.27,105.16,0.572
2024-01-04 20:00:00,0.8498,3.942,14.12,0.10711,320.4,44113.68,38.73,2273.4,106.3,0.5723
2024-01-04 21:00:00,0.8541,3.948,14.042,0.10701,321.3,44430.86,38.62,2273.17,105.59,0.5711
2024-01-04 22:00:00,0.8489,3.919,14.034,0.10709,321.7,44318.0,38.56,2270.0,104.78,0.5704
2024-01-04 23:00:00,0.8535,3.91,13.864,0.10696,323.7,44151.1,38.72,2267.11,104.91,0.5699
2024-01-05 00:00:00,0.8471,3.896,14.306,0.10695,326.6,44211.1,38.65,2267.62,104.08,0.5682
2024-01-05 01:00:00,0.8173,3.808,13.932,0.10578,321.7,43376.0,37.46,2237.93,101.03,0.5535
2024-01-05 02:00:00,0.8206,3.781,13.739,0.10558,321.3,43506.0,37.14,2240.4,101.01,0.5526
2024-01-05 03:00:00,0.8163,3.769,13.59,0.10549,321.4,43465.21,36.95,2242.28,100.95,0.5521
2024-01-05 04:00:00,0.8092,3.742,13.562,0.10552,321.4,43589.88,36.83,2243.85,100.8,0.5531
2024-01-05 05:00:00,0.8094,3.751,13.544,0.10556,318.9,43644.15,36.9,2246.45,101.43,0.5554
2024-01-05 06:00:00,0.8026,3.716,13.419,0.10566,317.9,43844.82,37.18,2255.34,101.56,0.5555
2024-01-05 07:00:00,0.8012,3.701,13.503,0.10587,317.5,43777.47,37.05,2252.75,101.15,0.5528
2024-01-05 08:00:00,0.7955,3.718,13.255,0.10599,319.5,43911.44,37.33,2252.24,101.51,0.5517
2024-01-05 09:00:00,0.8049,3.737,13.536,0.10629,320.1,44147.21,37.4,2264.59,102.6,0.555
2024-01-05 10:00:00,0.7857,3.636,13.379,0.10507,317.8,43628.18,36.76,2240.31,100.11,0.5449
2024-01-05 11:00:00,0.7789,3.638,13.319,0.10474,319.0,43771.34,36.41,2241.97,99.62,0.5421
2024-01-05 12:00:00,0.7916,3.651,13.391,0.10448,318.0,43882.52,36.65,2242.03,100.6,0.5417
2024-01-05 13:00:00,0.7933,3.643,13.176,0.10469,317.0,43986.01,36.68,2247.41,100.78,0.5412
2024-01-05 14:00:00,0.7765,3.57,12.755,0.10366,313.7,43486.04,35.74,2226.79,97.45,0.5275
2024-01-05 15:00:00,0.8243,3.582,13.032,0.10376,313.7,43500.01,36.1,2224.99,98.03,0.5306
2024-01-05 16:00:00,0.8294,3.471,12.787,0.10366,311.1,43225.99,35.08,2211.82,96.1,0.5263
2024-01-05 17:00:00,0.8382,3.508,12.998,0.10387,313.5,43609.53,35.6,2232.1,97.83,0.5311
2024-01-05 18:00:00,0.8451,3.522,12.987,0.10385,313.6,43610.07,35.57,2233.84,97.99,0.5299
2024-01-05 19:00:00,0.843,3.49,13.048,0.10392,314.1,43600.0,35.8,2234.26,97.95,0.5282
2024-01-05 20:00:00,0.8463,3.532,13.22,0.10424,315.9,43955.07,36.43,2248.36,99.64,0.5343
2024-01-05 21:00:00,0.8606,3.542,13.197,0.10412,316.3,43946.26,36.3,2246.39,99.16,0.5343
2024-01-05 22:00:00,0.8652,3.526,13.164,0.10408,316.5,43967.44,36.13,2247.75,99.21,0.5356
2024-01-05 23:00:00,0.8999,3.552,13.306,0.10438,317.5,44145.11,36.46,2268.78,99.94,0.5414
2024-01-06 00:00:00,0.8664,3.491,13.043,0.10405,308.0,44068.8,36.14,2262.95,99.05,0.5415
2024-01-06 01:00:00,0.8509,3.407,12.972,0.10413,308.6,43970.64,35.84,2254.91,98.34,0.5367
2024-01-06 02:00:00,0.8332,3.386,12.845,0.10386,308.9,43909.31,35.72,2255.17,98.74,0.5349
2024-01-06 03:00:00,0.8312,3.373,13.008,0.10361,307.8,43931.1,35.44,2252.99,98.66,0.534
2024-01-06 04:00:00,0.8326,3.329,12.613,0.10314,306.3,43850.0,35.2,2246.79,97.33,0.529
2024-01-06 05:00:00,0.8238,3.251,12.247,0.1024,305.2,43698.72,34.14,2235.19,94.41,0.5202
2024-01-06 06:00:00,0.8153,3.188,11.881,0.10191,301.8,43454.7,33.63,2219.34,92.03,0.5091
2024-01-06 07:00:00,0.8495,3.293,12.03,0.10275,303.7,43653.2,34.47,2233.12,94.5,0.5179
2024-01-06 08:00:00,0.8706,3.353,12.282,0.10321,305.7,43692.33,34.58,2237.54,95.27,0.5227
2024-01-06 09:00:00,0.8852,3.32,12.155,0.10322,304.7,43651.9,34.87,2234.6,95.02,0.5197
2024-01-06 10:00:00,0.873,3.339,12.096,0.10359,305.6,43694.48,34.72,2235.94,94.61,0.5197
2024-01-06 11:00:00,0.8815,3.331,12.11,0.10366,307.0,43671.96,34.75,2238.67,94.45,0.5206
2024-01-06 12:00:00,0.8773,3.309,11.959,0.10371,304.9,43607.96,34.53,2232.2,93.64,0.5189
2024-01-06 13:00:00,0.872,3.387,12.115,0.10398,305.0,43704.07,34.64,2237.01,94.22,0.5213
2024-01-06 14:00:00,0.8847,3.409,12.23,0.10399,307.2,43828.21,34.88,2240.94,95.99,0.526
2024-01-06 15:00:00,0.8681,3.421,12.206,0.10412,307.0,43867.17,34.94,2246.4,95.18,0.5255
2024-01-06 16:00:00,0.8395,3.48,12.148,0.10394,306.5,43872.34,35.24,2245.55,95.62,0.5271
2024-01-06 17:00:00,0.8467,3.68,12.266,0.10411,307.6,43963.72,35.19,2248.67,96.79,0.5282
2024-01-06 18:00:00,0.8376,3.586,12.164,0.10393,306.3,43995.89,35.03,2246.91,96.15,0.5262
2024-01-06 19:00:00,0.8281,3.566,12.162,0.10393,305.9,43906.36,34.74,2244.63,95.05,0.522
2024-01-06 20:00:00,0.8287,3.507,12.125,0.10373,307.1,43826.44,34.68,2241.76,94.43,0.5238
2024-01-06 21:00:00,0.8315,3.495,12.175,0.10389,306.8,43889.43,34.56,2240.15,94.63,0.5241
2024-01-06 22:00:00,0.8235,3.44,12.015,0.10366,307.4,43878.61,34.06,2237.45,93.4,0.5211
2024-01-06 23:00:00,0.8316,3.479,12.007,0.10387,307.5,43968.32,34.61,2240.78,93.77,0.5227
2024-01-07 00:00:00,0.8368,3.505,12.42,0.10386,307.6,44119.11,35.32,2249.61,95.54,0.527
2024-01-07 01:00:00,0.8328,3.443,12.271,0.10385,306.0,43967.72,34.75,2241.2,94.16,0.5231
2024-01-07 02:00:00,0.8315,3.432,12.341,0.1035,306.4,43930.28,34.39,2240.2,92.37,0.5193
2024-01-07 03:00:00,0.8253,3.428,12.371,0.10352,306.6,43940.41,34.52,2242.2,92.9,0.5212
2024-01-07 04:00:00,0.8318,3.466,12.452,0.10395,307.7,44000.0,34.89,2248.69,94.37,0.5258
2024-01-07 05:00:00,0.8264,3.488,12.334,0.10385,307.7,43885.47,35.26,2242.99,94.0,0.5256
2024-01-07 06:00:00,0.8286,3.459,12.311,0.10401,308.4,44022.0,35.44,2249.59,94.68,0.5262
2024-01-07 07:00:00,0.8206,3.442,12.177,0.10405,309.0,44080.0,35.07,2249.15,95.25,0.5267
2024-01-07 08:00:00,0.8127,3.376,11.962,0.10369,307.4,44017.99,34.63,2239.76,93.96,0.5217
2024-01-07 09:00:00,0.8189,3.359,11.777,0.10354,306.3,43938.9,34.4,2233.54,93.21,0.5218
2024-01-07 10:00:00,0.8387,3.38,11.922,0.10346,305.8,43960.0,34.64,2237.4,93.93,0.5196
2024-01-07 11:00:00,0.8377,3.371,11.927,0.10369,306.2,44061.1,34.9,2237.04,94.53,0.5204
2024-01-07 12:00:00,0.8337,3.37,11.865,0.10348,306.3,44088.63,34.87,2237.84,94.89,0.5189
2024-01-07 13:00:00,0.849,3.414,12.045,0.10397,307.6,44409.31,35.54,2252.09,96.22,0.5232
2024-01-07 14:00:00,0.8444,3.399,12.097,0.10387,307.0,44402.0,35.4,2249.44,96.1,0.5213
2024-01-07 15:00:00,0.823,3.334,11.875,0.10367,305.6,44047.57,34.68,2230.83,93.96,0.5143
2024-01-07 16:00:00,0.8067,3.296,11.572,0.10355,303.4,43922.0,34.35,2226.51,93.4,0.5109
2024-01-07 17:00:00,0.8271,3.341,11.761,0.10367,304.6,44064.84,35.16,2239.23,94.31,0.517
2024-01-07 18:00:00,0.8274,3.361,11.825,0.10377,305.5,44106.11,34.79,2245.18,94.49,0.5174
2024-01-07 19:00:00,0.8451,3.356,11.718,0.10387,306.4,44244.77,34.94,2248.6,94.75,0.5171
2024-01-07 20:00:00,0.8418,3.323,11.707,0.10392,306.1,44120.01,34.65,2239.05,93.87,0.5135
2024-01-07 21:00:00,0.8344,3.307,11.616,0.10394,305.6,44231.53,34.55,2239.76,92.85,0.5085
2024-01-07 22:00:00,0.8043,3.205,11.308,0.10312,301.5,43862.85,33.41,2216.39,89.29,0.4933
2024-01-07 23:00:00,0.8002,3.215,11.276,0.1028,302.4,43929.02,33.64,2221.42,89.44,0.4945
2024-01-08 00:00:00,0.7753,3.133,11.042,0.10259,297.8,43632.0,33.21,2194.6,88.46,0.4915
2024-01-08 01:00:00,0.7755,3.129,11.011,0.10227,297.7,43713.06,33.31,2203.97,90.23,0.4876
2024-01-08 02:00:00,0.7467,3.031,10.742,0.10163,293.2,43371.09,32.08,2183.78,88.04,0.4746
2024-01-08 03:00:00,0.7442,3.011,10.577,0.10172,293.9,43518.2,31.91,2190.87,87.25,0.474
2024-01-08 04:00:00,0.7686,3.093,10.852,0.10263,295.6,43599.26,32.24,2196.47,89.1,0.4844
2024-01-08 05:00:00,0.7724,3.078,10.942,0.1027,295.4,43641.74,32.33,2196.59,89.28,0.4846
2024-01-08 06:00:00,0.7689,3.154,10.986,0.10325,297.2,43912.87,32.73,2213.22,89.17,0.4871
2024-01-08 07:00:00,0.7684,3.164,10.954,0.10335,298.8,43974.55,32.61,2224.08,89.68,0.4895
2024-01-08 08:00:00,0.7647,3.171,11.272,0.10374,298.5,43868.53,32.83,2221.88,90.05,0.4889
2024-01-08 09:00:00,0.7578,3.109,11.452,0.10287,297.5,43720.46,32.49,2211.06,89.27,0.4864
2024-01-08 10:00:00,0.7688,3.169,12.009,0.10324,299.0,44088.85,33.38,2226.47,90.75,0.4935
2024-01-08 11:00:00,0.7738,3.202,12.375,0.10353,299.1,44635.99,33.72,2240.61,92.23,0.4998
2024-01-08 12:00:00,0.7992,3.278,12.889,0.10368,301.6,45111.09,34.29,2265.19,94.1,0.5121
2024-01-08 13:00:00,0.7963,3.238,13.072,0.10312,301.6,44911.58,34.09,2265.47,93.86,0.5075
2024-01-08 14:00:00,0.8141,3.228,12.83,0.10305,302.1,44783.91,33.96,2261.18,94.2,0.5069
2024-01-08 15:00:00,0.828,3.233,13.373,0.10318,301.1,44963.04,34.22,2269.59,94.67,0.5118
2024-01-08 16:00:00,0.8409,3.203,13.671,0.10297,300.2,44940.3,34.16,2263.63,95.0,0.5089
2024-01-08 17:00:00,0.8751,3.286,13.156,0.10316,303.2,45648.0,34.75,2306.82,96.62,0.5186
2024-01-08 18:00:00,0.8503,3.415,13.099,0.10402,306.7,46970.01,36.14,2335.99,98.26,0.5406
2024-01-08 19:00:00,0.8601,3.473,13.555,0.10423,307.7,46979.35,36.21,2354.56,99.26,0.5422
2024-01-08 20:00:00,0.8487,3.375,13.743,0.10388,305.3,46774.01,35.55,2336.4,96.86,0.5334
2024-01-08 21:00:00,0.8491,3.384,13.54,0.10378,305.6,47071.41,35.71,2337.08,96.69,0.5353
2024-01-08 22:00:00,0.8677,3.4,13.631,0.10401,305.9,46999.99,36.12,2337.63,98.0,0.5411
2024-01-08 23:00:00,0.8599,3.416,13.712,0.1042,303.7,46951.04,36.08,2330.44,97.88,0.5412
2024-01-09 00:00:00,0.8469,3.451,13.268,0.10378,300.1,46668.88,35.62,2306.9,97.49,0.5326
2024-01-09 01:00:00,0.8418,3.427,13.144,0.1039,299.7,46556.62,35.4,2309.36,97.05,0.5285
2024-01-09 02:00:00,0.8445,3.48,13.258,0.10383,299.9,46779.81,35.66,2312.1,98.56,0.5304
2024-01-09 03:00:00,0.8432,3.407,13.108,0.10397,298.4,46926.96,35.95,2309.13,99.79,0.5267
2024-01-09 04:00:00,0.8476,3.498,13.467,0.10442,303.2,46803.54,37.47,2315.2,103.37,0.5348
2024-01-09 05:00:00,0.8515,3.519,13.292,0.10412,301.9,46714.67,37.14,2308.77,102.16,0.5315
2024-01-09 06:00:00,0.8447,3.504,13.391,0.10427,302.6,46788.01,36.84,2302.0,101.65,0.532
2024-01-09 07:00:00,0.8479,3.483,13.871,0.10414,304.3,46825.51,37.04,2306.05,101.87,0.5294
2024-01-09 08:00:00,0.8346,3.41,13.186,0.10367,303.8,46544.65,36.72,2291.28,100.84,0.5208
2024-01-09 09:00:00,0.821,3.329,12.91,0.10337,303.2,46491.99,36.3,2291.37,100.21,0.5165
2024-01-09 10:00:00,0.8204,3.327,12.999,0.10333,303.7,46441.89,36.32,2292.4,100.5,0.5222
2024-01-09 11:00:00,0.8241,3.334,13.005,0.10328,304.4,46615.99,36.43,2298.76,101.88,0.5218
2024-01-09 12:00:00,0.8045,3.239,12.692,0.1026,298.5,46166.35,35.35,2264.2,98.47,0.5104
2024-01-09 13:00:00,0.8354,3.272,13.192,0.1027,303.8,46834.0,35.85,2275.25,100.78,0.5162
2024-01-09 14:00:00,0.8259,3.168,12.668,0.10211,298.7,46561.1,35.29,2247.4,99.34,0.5074
2024-01-09 15:00:00,0.8281,3.178,12.759,0.10223,301.1,46868.09,35.6,2257.18,99.8,0.5097
2024-01-09 16:00:00,0.8096,3.111,12.67,0.10181,300.5,46902.88,35.44,2264.43,100.89,0.5068
2024-01-09 17:00:00,0.8012,3.096,12.569,0.10189,299.7,46715.99,35.01,2264.0,99.89,0.5059
2024-01-09 18:00:00,0.8057,3.131,12.591,0.10235,301.4,46640.5,35.31,2275.94,100.06,0.51
2024-01-09 19:00:00,0.7971,3.08,12.438,0.10234,299.6,46876.01,35.07,2270.91,99.29,0.5054
2024-01-09 20:00:00,0.7771,3.041,12.174,0.10196,296.6,46642.54,34.21,2250.61,96.83,0.4976
2024-01-09 21:00:00,0.7835,3.08,12.315,0.10195,297.7,45439.44,33.82,2317.66,96.26,0.5045
2024-01-09 22:00:00,0.7998,3.185,12.633,0.10245,300.6,46254.0,34.7,2340.9,99.53,0.5108
2024-01-09 23:00:00,0.7983,3.222,12.742,0.10277,301.1,46110.0,34.65,2344.29,99.36,0.5124
2024-01-10 00:00:00,0.8122,3.216,12.764,0.10343,302.2,45856.42,34.47,2398.63,98.13,0.5154
2024-01-10 01:00:00,0.8179,3.223,13.001,0.10357,302.5,45929.3,34.46,2376.77,99.15,0.5169
2024-01-10 02:00:00,0.8047,3.202,12.63,0.10329,300.6,45971.09,34.24,2347.33,98.89,0.5109
2024-01-10 03:00:00,0.8059,3.212,12.811,0.10356,301.8,46117.1,34.48,2361.51,99.65,0.5131
2024-01-10 04:00:00,0.8018,3.202,12.753,0.10353,301.0,45960.98,34.36,2380.37,98.82,0.5128
2024-01-10 05:00:00,0.8041,3.272,12.804,0.10377,301.6,45975.99,34.72,2386.8,99.35,0.5116
2024-01-10 06:00:00,0.8107,3.219,12.68,0.10389,300.7,46006.0,34.58,2380.51,98.85,0.5095
2024-01-10 07:00:00,0.7953,3.202,12.683,0.10394,299.7,45757.98,34.15,2368.75,98.12,0.5069
2024-01-10 08:00:00,0.7909,3.186,12.683,0.104,298.0,45329.94,33.88,2364.81,96.76,0.5003
2024-01-10 09:00:00,0.8152,3.293,13.33,0.10441,300.9,45661.42,34.67,2425.62,97.04,0.5159
2024-01-10 10:00:00,0.8054,3.275,12.962,0.1044,299.8,45532.0,34.94,2400.58,97.43,0.5109
2024-01-10 11:00:00,0.7947,3.261,12.801,0.10452,299.4,45515.89,34.94,2402.21,97.31,0.5139
2024-01-10 12:00:00,0.7705,3.117,12.254,0.10354,291.6,44670.53,33.79,2359.61,93.56,0.4939
2024-01-10 13:00:00,0.7716,3.144,12.344,0.10329,293.2,45118.01,33.97,2377.83,93.71,0.4969
2024-01-10 14:00:00,0.7704,3.105,12.27,0.10335,291.9,44884.0,33.81,2386.3,92.59,0.4941
2024-01-10 15:00:00,0.7862,3.198,12.426,0.10425,294.7,45546.4,34.72,2449.3,94.78,0.5058
2024-01-10 16:00:00,0.7824,3.198,12.315,0.10375,293.7,45311.1,34.76,2407.15,94.51,0.4998
2024-01-10 17:00:00,0.7932,3.265,12.682,0.10438,296.8,46401.89,35.46,2436.69,96.82,0.5122
2024-01-10 18:00:00,0.7964,3.281,12.807,0.10433,296.7,46527.33,35.48,2435.04,97.85,0.514
2024-01-10 19:00:00,0.8002,3.287,12.821,0.10445,298.0,46489.18,35.36,2477.9,96.31,0.5185
2024-01-10 20:00:00,0.8012,3.291,12.996,0.10417,295.9,46127.0,35.65,2484.63,96.54,0.5304
2024-01-10 21:00:00,0.8364,3.476,13.684,0.1048,302.8,45946.0,38.19,2528.14,101.68,0.5545
2024-01-10 22:00:00,0.8533,3.601,14.158,0.10528,306.6,46902.69,39.11,2547.6,103.27,0.5695
