,Pair,Total return (%),Sharpe ratio,Max drawdown (%),Number of trades,Non-stop loss win rate (%),Mean trade duration/Reversion speed from threshold (mins),Average entry beta,Mean Absolute Percent Delta Beta (%),Beta series returns std (%),Average S1 trade returns (%),Average S2 trade returns (%)
0,XRPUSDT_2024_5m ~ ADAUSDT_2024_5m,21.144804177103474,0.13154486402601978,7.320341214730071,124,72.58064516129032,378.75,0.47579482528313016,78.3114252890298,123.45223851934412,-0.008074984993903722,0.1257672933135172
