Pair,Total return (%),Number of trades,Non-stop loss win rate (%),Mean trade duration/Reversion speed from threshold (mins),Average entry beta,Mean Absolute Percent Delta Beta (%),Beta series returns std (%),Average S1 trade returns (%),Average S2 trade returns (%)
INJUSDT_2024_5m ~ LDOUSDT_2024_5m,2.279383530877338,107,51.4018691588785,429.76635514018693,5.465398186088035,375.1698523591744,152.28478897351945,-0.24468214728434776,-0.1960420306987754
