timestamp,BNSOL/USDT_2025_15T,SOL/USDT_2025_15T
2025-01-15 07:15:00,195.4,190.62
2025-01-15 07:30:00,194.9,190.09
2025-01-15 07:45:00,194.8,190.0
2025-01-15 08:00:00,195.3,190.36
2025-01-15 08:15:00,195.5,190.63
2025-01-15 08:30:00,194.9,189.93
2025-01-15 08:45:00,194.4,189.21
2025-01-15 09:00:00,194.2,189.27
2025-01-15 09:15:00,193.6,188.39
2025-01-15 09:30:00,192.7,187.92
2025-01-15 09:45:00,191.6,186.64
2025-01-15 10:00:00,192.0,187.09
2025-01-15 10:15:00,192.5,187.84
2025-01-15 10:30:00,192.3,187.61
2025-01-15 10:45:00,192.1,187.56
2025-01-15 11:00:00,191.7,186.92
2025-01-15 11:15:00,191.0,186.27
2025-01-15 11:30:00,191.3,186.44
2025-01-15 11:45:00,191.8,186.98
2025-01-15 12:00:00,191.5,186.41
2025-01-15 12:15:00,190.8,186.09
2025-01-15 12:30:00,192.0,187.08
2025-01-15 12:45:00,191.2,186.39
2025-01-15 13:00:00,191.9,187.12
2025-01-15 13:15:00,192.3,187.54
2025-01-15 13:30:00,199.2,194.48
2025-01-15 13:45:00,200.6,195.73
2025-01-15 14:00:00,199.6,194.83
2025-01-15 14:15:00,198.5,193.54
2025-01-15 14:30:00,198.7,193.66
2025-01-15 14:45:00,200.8,195.72
2025-01-15 15:00:00,201.5,196.56
2025-01-15 15:15:00,201.8,196.8
2025-01-15 15:30:00,202.7,197.58
2025-01-15 15:45:00,201.7,196.52
2025-01-15 16:00:00,202.1,196.92
2025-01-15 16:15:00,202.8,197.88
2025-01-15 16:30:00,203.0,198.03
2025-01-15 16:45:00,203.4,198.07
2025-01-15 17:00:00,203.8,198.7
2025-01-15 17:15:00,203.9,198.72
2025-01-15 17:30:00,204.0,198.91
2025-01-15 17:45:00,202.7,197.71
2025-01-15 18:00:00,203.1,198.04
2025-01-15 18:15:00,204.2,198.97
2025-01-15 18:30:00,205.8,200.71
2025-01-15 18:45:00,206.4,201.3
2025-01-15 19:00:00,205.5,200.55
2025-01-15 19:15:00,206.2,201.02
2025-01-15 19:30:00,207.4,201.91
2025-01-15 19:45:00,207.3,201.9
2025-01-15 20:00:00,209.3,203.93
2025-01-15 20:15:00,209.3,204.01
2025-01-15 20:30:00,208.6,203.5
2025-01-15 20:45:00,208.0,202.74
2025-01-15 21:00:00,208.3,203.02
2025-01-15 21:15:00,208.8,203.58
2025-01-15 21:30:00,208.1,203.02
2025-01-15 21:45:00,208.0,202.82
2025-01-15 22:00:00,207.8,202.71
2025-01-15 22:15:00,208.5,203.15
2025-01-15 22:30:00,209.2,203.84
2025-01-15 22:45:00,209.6,204.49
2025-01-15 23:00:00,209.3,204.01
2025-01-15 23:15:00,210.4,205.23
2025-01-15 23:30:00,211.1,205.83
2025-01-15 23:45:00,211.2,205.86
2025-01-16 00:00:00,210.6,205.1
2025-01-16 00:15:00,210.0,204.74
2025-01-16 00:30:00,209.0,204.16
2025-01-16 00:45:00,209.9,204.56
2025-01-16 01:00:00,209.8,204.39
2025-01-16 01:15:00,208.8,203.6
2025-01-16 01:30:00,208.8,203.65
2025-01-16 01:45:00,209.6,204.09
2025-01-16 02:00:00,208.4,203.0
2025-01-16 02:15:00,208.4,202.97
2025-01-16 02:30:00,208.3,202.96
2025-01-16 02:45:00,208.4,202.93
2025-01-16 03:00:00,208.4,202.89
2025-01-16 03:15:00,207.6,202.14
2025-01-16 03:30:00,207.6,202.36
2025-01-16 03:45:00,207.3,201.99
2025-01-16 04:00:00,207.9,202.3
2025-01-16 04:15:00,206.8,201.65
2025-01-16 04:30:00,207.2,201.97
2025-01-16 04:45:00,207.1,201.84
2025-01-16 05:00:00,207.5,202.1
2025-01-16 05:15:00,208.3,202.83
2025-01-16 05:30:00,208.2,202.9
2025-01-16 05:45:00,208.5,203.01
2025-01-16 06:00:00,208.0,202.65
2025-01-16 06:15:00,208.6,203.22
2025-01-16 06:30:00,208.4,202.96
2025-01-16 06:45:00,208.3,203.02
2025-01-16 07:00:00,208.0,202.85
2025-01-16 07:15:00,208.5,203.4
2025-01-16 07:30:00,208.3,203.06
2025-01-16 07:45:00,208.5,203.14
2025-01-16 08:00:00,208.2,202.88
2025-01-16 08:15:00,207.3,201.96
2025-01-16 08:30:00,206.2,200.66
2025-01-16 08:45:00,205.0,199.7
2025-01-16 09:00:00,204.9,199.57
2025-01-16 09:15:00,205.2,199.85
2025-01-16 09:30:00,205.6,200.49
2025-01-16 09:45:00,206.5,201.27
2025-01-16 10:00:00,206.5,201.22
2025-01-16 10:15:00,206.9,201.47
2025-01-16 10:30:00,206.0,200.77
2025-01-16 10:45:00,205.8,200.41
2025-01-16 11:00:00,210.3,205.02
2025-01-16 11:15:00,210.0,204.68
2025-01-16 11:30:00,214.8,209.16
2025-01-16 11:45:00,218.3,212.78
2025-01-16 12:00:00,219.8,214.27
2025-01-16 12:15:00,219.8,214.15
2025-01-16 12:30:00,221.7,216.08
2025-01-16 12:45:00,220.7,215.14
2025-01-16 13:00:00,216.2,210.81
2025-01-16 13:15:00,215.0,209.57
2025-01-16 13:30:00,216.6,210.97
2025-01-16 13:45:00,215.4,209.88
2025-01-16 14:00:00,216.0,210.5
2025-01-16 14:15:00,216.3,210.67
2025-01-16 14:30:00,212.5,207.3
2025-01-16 14:45:00,213.4,207.72
2025-01-16 15:00:00,214.3,208.46
2025-01-16 15:15:00,214.1,208.66
2025-01-16 15:30:00,212.5,206.89
2025-01-16 15:45:00,214.5,209.07
2025-01-16 16:00:00,217.5,211.85
2025-01-16 16:15:00,219.8,214.04
2025-01-16 16:30:00,218.5,212.97
2025-01-16 16:45:00,218.9,213.11
2025-01-16 17:00:00,219.0,213.4
2025-01-16 17:15:00,220.4,214.69
2025-01-16 17:30:00,220.5,214.75
2025-01-16 17:45:00,220.2,214.47
2025-01-16 18:00:00,219.6,213.93
2025-01-16 18:15:00,218.9,213.04
2025-01-16 18:30:00,217.9,212.1
2025-01-16 18:45:00,218.6,212.73
2025-01-16 19:00:00,218.6,212.93
2025-01-16 19:15:00,218.6,212.85
2025-01-16 19:30:00,218.9,213.16
2025-01-16 19:45:00,219.9,214.19
2025-01-16 20:00:00,219.5,213.75
2025-01-16 20:15:00,219.0,213.37
2025-01-16 20:30:00,219.4,213.73
2025-01-16 20:45:00,219.0,213.24
2025-01-16 21:00:00,218.3,212.57
2025-01-16 21:15:00,217.6,211.93
2025-01-16 21:30:00,218.9,213.12
2025-01-16 21:45:00,217.2,211.61
2025-01-16 22:00:00,216.9,211.25
2025-01-16 22:15:00,215.4,209.72
2025-01-16 22:30:00,214.6,209.1
2025-01-16 22:45:00,215.4,209.78
2025-01-16 23:00:00,216.2,210.65
2025-01-16 23:15:00,215.4,209.84
2025-01-16 23:30:00,216.6,211.06
2025-01-16 23:45:00,216.7,211.14
2025-01-17 00:00:00,216.8,211.14
2025-01-17 00:15:00,215.8,210.13
2025-01-17 00:30:00,216.1,210.51
2025-01-17 00:45:00,216.5,210.9
2025-01-17 01:00:00,217.1,211.45
2025-01-17 01:15:00,218.0,212.32
2025-01-17 01:30:00,220.3,214.65
2025-01-17 01:45:00,220.2,214.49
2025-01-17 02:00:00,220.2,214.54
2025-01-17 02:15:00,219.4,213.7
2025-01-17 02:30:00,218.6,212.94
2025-01-17 02:45:00,218.7,212.99
2025-01-17 03:00:00,217.7,212.02
2025-01-17 03:15:00,217.6,212.03
2025-01-17 03:30:00,217.1,211.51
2025-01-17 03:45:00,216.7,211.1
2025-01-17 04:00:00,217.5,211.76
2025-01-17 04:15:00,217.7,212.1
2025-01-17 04:30:00,218.2,212.59
2025-01-17 04:45:00,218.5,212.91
2025-01-17 05:00:00,218.7,212.99
2025-01-17 05:15:00,218.1,212.34
2025-01-17 05:30:00,217.8,212.14
2025-01-17 05:45:00,218.4,212.51
2025-01-17 06:00:00,218.7,212.92
2025-01-17 06:15:00,218.8,213.13
2025-01-17 06:30:00,218.8,213.06
2025-01-17 06:45:00,218.1,212.6
2025-01-17 07:00:00,218.4,212.46
2025-01-17 07:15:00,218.9,213.06
2025-01-17 07:30:00,219.1,213.45
2025-01-17 07:45:00,219.1,213.27
2025-01-17 08:00:00,220.1,214.24
2025-01-17 08:15:00,220.0,214.17
2025-01-17 08:30:00,220.7,214.78
2025-01-17 08:45:00,222.1,216.28
2025-01-17 09:00:00,222.1,215.96
2025-01-17 09:15:00,221.4,215.64
2025-01-17 09:30:00,221.3,215.41
2025-01-17 09:45:00,221.4,215.34
2025-01-17 10:00:00,222.7,216.89
2025-01-17 10:15:00,222.0,216.08
2025-01-17 10:30:00,222.5,216.69
2025-01-17 10:45:00,223.1,217.28
2025-01-17 11:00:00,222.9,217.17
2025-01-17 11:15:00,224.5,218.26
2025-01-17 11:30:00,225.1,219.39
2025-01-17 11:45:00,224.7,218.77
2025-01-17 12:00:00,225.0,219.24
2025-01-17 12:15:00,224.9,219.12
2025-01-17 12:30:00,225.9,220.01
2025-01-17 12:45:00,226.2,220.33
2025-01-17 13:00:00,226.2,220.13
2025-01-17 13:15:00,227.1,221.13
2025-01-17 13:30:00,227.8,221.81
2025-01-17 13:45:00,226.2,219.99
2025-01-17 14:00:00,226.7,220.56
2025-01-17 14:15:00,226.9,220.9
2025-01-17 14:30:00,225.1,218.88
2025-01-17 14:45:00,225.3,219.29
2025-01-17 15:00:00,226.2,220.12
2025-01-17 15:15:00,223.3,217.21
2025-01-17 15:30:00,224.1,218.09
2025-01-17 15:45:00,224.4,218.6
2025-01-17 16:00:00,225.3,219.3
2025-01-17 16:15:00,226.8,220.71
2025-01-17 16:30:00,227.5,221.51
2025-01-17 16:45:00,227.0,220.81
2025-01-17 17:00:00,226.2,220.24
2025-01-17 17:15:00,225.3,219.26
2025-01-17 17:30:00,223.0,217.15
2025-01-17 17:45:00,222.4,216.52
2025-01-17 18:00:00,222.1,216.37
2025-01-17 18:15:00,222.4,216.64
2025-01-17 18:30:00,223.0,217.15
2025-01-17 18:45:00,222.3,216.5
2025-01-17 19:00:00,222.8,216.95
2025-01-17 19:15:00,223.2,217.27
2025-01-17 19:30:00,222.7,216.82
2025-01-17 19:45:00,222.9,217.16
2025-01-17 20:00:00,223.6,217.43
2025-01-17 20:15:00,224.5,218.81
2025-01-17 20:30:00,225.7,219.75
2025-01-17 20:45:00,226.4,220.33
2025-01-17 21:00:00,224.2,218.39
2025-01-17 21:15:00,224.0,217.98
2025-01-17 21:30:00,223.4,217.54
2025-01-17 21:45:00,224.3,218.47
2025-01-17 22:00:00,225.1,219.42
2025-01-17 22:15:00,225.6,219.48
2025-01-17 22:30:00,225.2,219.3
2025-01-17 22:45:00,225.1,219.23
2025-01-17 23:00:00,225.6,219.6
2025-01-17 23:15:00,226.0,220.08
2025-01-17 23:30:00,226.0,220.03
2025-01-17 23:45:00,225.4,219.51
2025-01-18 00:00:00,226.1,220.14
2025-01-18 00:15:00,226.0,219.85
2025-01-18 00:30:00,226.6,220.61
2025-01-18 00:45:00,226.1,219.95
2025-01-18 01:00:00,225.1,218.96
2025-01-18 01:15:00,224.9,218.81
2025-01-18 01:30:00,224.2,218.25
2025-01-18 01:45:00,224.7,218.82
2025-01-18 02:00:00,224.1,218.34
2025-01-18 02:15:00,223.3,217.57
2025-01-18 02:30:00,224.8,218.92
2025-01-18 02:45:00,228.0,222.04
2025-01-18 03:00:00,230.9,224.81
2025-01-18 03:15:00,234.1,227.93
2025-01-18 03:30:00,228.1,221.91
2025-01-18 03:45:00,226.9,220.47
2025-01-18 04:00:00,233.1,227.02
2025-01-18 04:15:00,231.3,225.07
2025-01-18 04:30:00,235.2,229.01
2025-01-18 04:45:00,234.5,228.46
2025-01-18 05:00:00,232.5,226.33
2025-01-18 05:15:00,236.2,229.78
2025-01-18 05:30:00,236.5,229.64
2025-01-18 05:45:00,232.5,226.18
2025-01-18 06:00:00,238.8,232.58
2025-01-18 06:15:00,240.6,234.34
2025-01-18 06:30:00,243.3,237.04
2025-01-18 06:45:00,242.5,236.29
2025-01-18 07:00:00,239.8,233.89
2025-01-18 07:15:00,238.5,232.67
2025-01-18 07:30:00,240.3,234.34
2025-01-18 07:45:00,239.0,232.89
2025-01-18 08:00:00,240.7,234.7
2025-01-18 08:15:00,243.8,237.76
2025-01-18 08:30:00,243.4,237.31
2025-01-18 08:45:00,244.8,238.79
2025-01-18 09:00:00,245.6,239.5
2025-01-18 09:15:00,244.9,238.98
2025-01-18 09:30:00,243.5,237.51
2025-01-18 09:45:00,244.2,238.16
2025-01-18 10:00:00,246.6,240.49
2025-01-18 10:15:00,248.3,242.07
2025-01-18 10:30:00,248.5,242.17
2025-01-18 10:45:00,249.3,243.17
2025-01-18 11:00:00,247.3,241.25
2025-01-18 11:15:00,245.7,239.78
2025-01-18 11:30:00,245.9,239.92
2025-01-18 11:45:00,244.9,238.95
2025-01-18 12:00:00,247.2,241.18
2025-01-18 12:15:00,248.3,242.26
2025-01-18 12:30:00,249.3,243.15
2025-01-18 12:45:00,249.5,243.4
2025-01-18 13:00:00,247.4,241.31
2025-01-18 13:15:00,246.9,240.81
2025-01-18 13:30:00,245.9,239.99
2025-01-18 13:45:00,246.4,240.27
2025-01-18 14:00:00,250.1,243.93
2025-01-18 14:15:00,247.8,241.6
2025-01-18 14:30:00,247.1,240.6
2025-01-18 14:45:00,249.0,242.85
2025-01-18 15:00:00,250.3,244.05
2025-01-18 15:15:00,253.6,247.31
2025-01-18 15:30:00,260.8,254.23
2025-01-18 15:45:00,264.4,257.75
2025-01-18 16:00:00,265.1,258.52
2025-01-18 16:15:00,260.2,253.68
2025-01-18 16:30:00,253.8,247.21
2025-01-18 16:45:00,248.9,242.65
2025-01-18 17:00:00,256.8,250.4
2025-01-18 17:15:00,258.2,251.81
2025-01-18 17:30:00,258.0,251.59
2025-01-18 17:45:00,258.9,252.1
2025-01-18 18:00:00,261.3,254.88
2025-01-18 18:15:00,262.8,255.92
2025-01-18 18:30:00,262.8,255.87
2025-01-18 18:45:00,261.1,254.52
2025-01-18 19:00:00,262.6,256.38
2025-01-18 19:15:00,264.6,257.83
2025-01-18 19:30:00,263.3,256.88
2025-01-18 19:45:00,262.0,255.35
2025-01-18 20:00:00,263.5,256.94
2025-01-18 20:15:00,259.3,252.82
2025-01-18 20:30:00,258.5,251.97
2025-01-18 20:45:00,254.8,248.44
2025-01-18 21:00:00,255.9,249.51
2025-01-18 21:15:00,258.5,252.1
2025-01-18 21:30:00,259.9,253.54
2025-01-18 21:45:00,259.0,252.59
2025-01-18 22:00:00,261.2,254.63
2025-01-18 22:15:00,263.2,256.62
2025-01-18 22:30:00,260.8,254.32
2025-01-18 22:45:00,260.9,254.43
2025-01-18 23:00:00,261.5,254.75
2025-01-18 23:15:00,267.1,260.24
2025-01-18 23:30:00,269.4,262.85
2025-01-18 23:45:00,268.7,261.97
2025-01-19 00:00:00,266.9,260.6
2025-01-19 00:15:00,270.2,263.85
2025-01-19 00:30:00,268.3,261.7
2025-01-19 00:45:00,263.0,256.6
2025-01-19 01:00:00,262.9,256.27
2025-01-19 01:15:00,262.3,255.89
2025-01-19 01:30:00,261.1,254.28
2025-01-19 01:45:00,262.1,255.56
2025-01-19 02:00:00,264.4,257.72
2025-01-19 02:15:00,265.3,258.76
2025-01-19 02:30:00,263.7,257.52
2025-01-19 02:45:00,261.0,254.37
2025-01-19 03:00:00,259.6,253.08
2025-01-19 03:15:00,259.7,253.23
2025-01-19 03:30:00,261.1,254.74
2025-01-19 03:45:00,262.2,255.6
2025-01-19 04:00:00,271.0,264.19
2025-01-19 04:15:00,275.2,268.35
2025-01-19 04:30:00,276.8,269.58
2025-01-19 04:45:00,280.7,273.69
2025-01-19 05:00:00,276.4,269.44
2025-01-19 05:15:00,279.3,272.08
2025-01-19 05:30:00,275.1,268.05
2025-01-19 05:45:00,273.0,266.38
2025-01-19 06:00:00,275.8,268.86
2025-01-19 06:15:00,278.3,271.35
2025-01-19 06:30:00,279.1,271.98
2025-01-19 06:45:00,281.6,274.68
2025-01-19 07:00:00,282.0,274.7
2025-01-19 07:15:00,282.6,275.42
2025-01-19 07:30:00,278.9,271.82
2025-01-19 07:45:00,278.7,271.53
2025-01-19 08:00:00,280.7,273.49
2025-01-19 08:15:00,276.7,269.54
2025-01-19 08:30:00,280.2,273.14
2025-01-19 08:45:00,281.6,274.5
2025-01-19 09:00:00,285.9,278.75
2025-01-19 09:15:00,282.1,274.62
2025-01-19 09:30:00,275.7,268.85
2025-01-19 09:45:00,281.0,274.0
2025-01-19 10:00:00,281.6,274.7
2025-01-19 10:15:00,286.4,279.05
2025-01-19 10:30:00,293.7,288.3
2025-01-19 10:45:00,291.1,284.44
2025-01-19 11:00:00,301.3,294.69
2025-01-19 11:15:00,297.9,291.18
2025-01-19 11:30:00,296.6,289.92
2025-01-19 11:45:00,292.6,286.24
2025-01-19 12:00:00,289.9,282.98
2025-01-19 12:15:00,285.9,278.78
2025-01-19 12:30:00,287.0,280.59
2025-01-19 12:45:00,283.9,277.34
2025-01-19 13:00:00,288.5,281.42
2025-01-19 13:15:00,292.7,285.75
2025-01-19 13:30:00,292.5,285.55
2025-01-19 13:45:00,290.0,282.82
2025-01-19 14:00:00,280.1,273.41
2025-01-19 14:15:00,282.6,275.73
2025-01-19 14:30:00,276.0,269.39
2025-01-19 14:45:00,276.9,270.62
2025-01-19 15:00:00,272.5,266.14
2025-01-19 15:15:00,274.9,268.48
2025-01-19 15:30:00,277.1,270.64
2025-01-19 15:45:00,277.6,270.58
2025-01-19 16:00:00,274.9,268.45
2025-01-19 16:15:00,272.8,265.96
2025-01-19 16:30:00,275.1,268.64
2025-01-19 16:45:00,275.5,268.93
2025-01-19 17:00:00,271.1,264.56
2025-01-19 17:15:00,274.8,268.09
2025-01-19 17:30:00,276.2,269.55
2025-01-19 17:45:00,278.1,271.36
2025-01-19 18:00:00,279.5,272.63
2025-01-19 18:15:00,280.8,273.97
2025-01-19 18:30:00,281.4,274.24
2025-01-19 18:45:00,279.5,272.21
2025-01-19 19:00:00,278.1,271.27
2025-01-19 19:15:00,278.8,271.89
2025-01-19 19:30:00,275.2,268.25
2025-01-19 19:45:00,276.5,269.5
2025-01-19 20:00:00,279.5,272.84
2025-01-19 20:15:00,283.5,276.53
2025-01-19 20:30:00,281.5,274.35
2025-01-19 20:45:00,284.5,277.65
2025-01-19 21:00:00,277.9,271.24
2025-01-19 21:15:00,269.8,263.7
2025-01-19 21:30:00,274.2,267.35
2025-01-19 21:45:00,261.6,255.2
2025-01-19 22:00:00,260.4,254.27
2025-01-19 22:15:00,264.4,258.05
2025-01-19 22:30:00,254.9,248.8
2025-01-19 22:45:00,259.1,252.93
2025-01-19 23:00:00,251.5,245.31
2025-01-19 23:15:00,248.0,242.07
2025-01-19 23:30:00,251.6,246.52
2025-01-19 23:45:00,258.6,252.42
2025-01-20 00:00:00,254.8,249.4
2025-01-20 00:15:00,252.6,247.16
2025-01-20 00:30:00,249.4,244.03
2025-01-20 00:45:00,241.6,236.06
2025-01-20 01:00:00,248.6,243.06
2025-01-20 01:15:00,251.1,244.94
2025-01-20 01:30:00,247.6,242.16
2025-01-20 01:45:00,247.9,241.95
2025-01-20 02:00:00,252.0,246.34
2025-01-20 02:15:00,248.7,242.82
2025-01-20 02:30:00,243.3,238.04
2025-01-20 02:45:00,237.8,232.04
2025-01-20 03:00:00,243.2,237.41
2025-01-20 03:15:00,245.5,239.58
2025-01-20 03:30:00,248.8,243.22
2025-01-20 03:45:00,247.2,241.38
2025-01-20 04:00:00,247.4,241.65
2025-01-20 04:15:00,246.0,239.88
2025-01-20 04:30:00,250.9,244.94
2025-01-20 04:45:00,249.7,243.67
2025-01-20 05:00:00,252.4,246.57
2025-01-20 05:15:00,250.9,245.24
2025-01-20 05:30:00,253.5,247.4
2025-01-20 05:45:00,250.7,244.77
2025-01-20 06:00:00,249.2,243.54
2025-01-20 06:15:00,253.0,246.86
2025-01-20 06:30:00,259.9,253.7
2025-01-20 06:45:00,264.0,257.84
2025-01-20 07:00:00,268.4,261.54
2025-01-20 07:15:00,263.8,257.39
2025-01-20 07:30:00,266.0,259.46
2025-01-20 07:45:00,268.4,261.9
2025-01-20 08:00:00,269.9,263.53
2025-01-20 08:15:00,269.6,262.99
2025-01-20 08:30:00,274.4,268.02
2025-01-20 08:45:00,276.2,269.49
2025-01-20 09:00:00,279.2,272.33
2025-01-20 09:15:00,274.9,268.0
2025-01-20 09:30:00,270.4,263.7
2025-01-20 09:45:00,269.4,262.79
2025-01-20 10:00:00,270.0,263.52
2025-01-20 10:15:00,271.8,265.13
2025-01-20 10:30:00,269.3,262.76
2025-01-20 10:45:00,265.9,259.27
2025-01-20 11:00:00,264.2,257.86
2025-01-20 11:15:00,265.2,258.62
2025-01-20 11:30:00,266.3,259.78
2025-01-20 11:45:00,267.1,260.6
2025-01-20 12:00:00,264.2,257.48
2025-01-20 12:15:00,260.6,254.13
2025-01-20 12:30:00,257.6,251.71
2025-01-20 12:45:00,259.7,253.35
2025-01-20 13:00:00,260.1,253.78
2025-01-20 13:15:00,259.9,253.53
2025-01-20 13:30:00,258.9,252.3
2025-01-20 13:45:00,262.9,256.21
2025-01-20 14:00:00,262.2,255.57
2025-01-20 14:15:00,262.7,255.8
2025-01-20 14:30:00,262.7,256.01
2025-01-20 14:45:00,264.0,257.39
2025-01-20 15:00:00,263.7,256.66
2025-01-20 15:15:00,263.4,257.1
2025-01-20 15:30:00,265.3,258.78
2025-01-20 15:45:00,261.0,254.06
2025-01-20 16:00:00,254.7,248.83
2025-01-20 16:15:00,256.9,250.65
2025-01-20 16:30:00,260.0,253.59
2025-01-20 16:45:00,263.0,256.48
2025-01-20 17:00:00,256.8,250.56
2025-01-20 17:15:00,252.0,245.69
2025-01-20 17:30:00,241.5,235.57
2025-01-20 17:45:00,249.9,243.85
2025-01-20 18:00:00,251.6,245.3
2025-01-20 18:15:00,252.0,245.97
2025-01-20 18:30:00,254.1,247.93
2025-01-20 18:45:00,255.8,249.27
2025-01-20 19:00:00,253.8,247.41
2025-01-20 19:15:00,252.3,246.24
2025-01-20 19:30:00,251.6,245.37
2025-01-20 19:45:00,252.8,246.26
2025-01-20 20:00:00,253.3,247.37
2025-01-20 20:15:00,253.3,247.19
2025-01-20 20:30:00,253.4,247.12
2025-01-20 20:45:00,251.6,245.35
2025-01-20 21:00:00,254.5,248.24
2025-01-20 21:15:00,256.0,249.86
2025-01-20 21:30:00,254.8,248.54
2025-01-20 21:45:00,252.7,246.3
2025-01-20 22:00:00,249.7,243.53
2025-01-20 22:15:00,251.4,245.46
2025-01-20 22:30:00,255.4,249.33
2025-01-20 22:45:00,256.2,250.1
2025-01-20 23:00:00,251.8,245.67
2025-01-20 23:15:00,253.0,246.86
2025-01-20 23:30:00,254.7,248.14
2025-01-20 23:45:00,248.4,242.19
2025-01-21 00:00:00,248.8,242.81
2025-01-21 00:15:00,243.8,237.65
2025-01-21 00:30:00,245.2,239.14
2025-01-21 00:45:00,241.2,235.32
2025-01-21 01:00:00,245.6,239.4
2025-01-21 01:15:00,239.5,233.52
2025-01-21 01:30:00,241.3,235.41
2025-01-21 01:45:00,240.6,234.34
2025-01-21 02:00:00,243.2,236.99
2025-01-21 02:15:00,243.4,236.96
2025-01-21 02:30:00,241.9,235.6
2025-01-21 02:45:00,246.5,240.06
2025-01-21 03:00:00,246.2,240.04
2025-01-21 03:15:00,244.1,237.93
2025-01-21 03:30:00,243.9,237.79
2025-01-21 03:45:00,244.1,237.86
2025-01-21 04:00:00,241.2,235.2
2025-01-21 04:15:00,242.1,235.84
2025-01-21 04:30:00,240.9,234.68
2025-01-21 04:45:00,245.1,238.55
2025-01-21 05:00:00,244.4,238.27
2025-01-21 05:15:00,243.1,236.96
2025-01-21 05:30:00,240.2,234.13
2025-01-21 05:45:00,238.4,232.46
2025-01-21 06:00:00,242.3,236.13
2025-01-21 06:15:00,241.3,235.25
2025-01-21 06:30:00,238.9,233.0
2025-01-21 06:45:00,243.1,237.08
2025-01-21 07:00:00,242.7,236.41
2025-01-21 07:15:00,243.6,237.27
2025-01-21 07:30:00,242.9,236.62
2025-01-21 07:45:00,243.6,236.84
2025-01-21 08:00:00,244.8,237.98
2025-01-21 08:15:00,244.4,237.85
2025-01-21 08:30:00,243.2,236.5
2025-01-21 08:45:00,246.2,239.38
2025-01-21 09:00:00,246.0,239.26
2025-01-21 09:15:00,244.7,238.23
2025-01-21 09:30:00,243.3,236.73
2025-01-21 09:45:00,245.2,238.51
2025-01-21 10:00:00,246.5,239.66
2025-01-21 10:15:00,248.5,241.7
2025-01-21 10:30:00,245.0,238.4
2025-01-21 10:45:00,246.0,239.54
2025-01-21 11:00:00,247.5,240.9
2025-01-21 11:15:00,247.6,241.23
2025-01-21 11:30:00,245.4,238.95
2025-01-21 11:45:00,246.2,239.44
2025-01-21 12:00:00,246.4,239.74
2025-01-21 12:15:00,248.2,241.72
2025-01-21 12:30:00,248.6,241.96
2025-01-21 12:45:00,247.4,240.94
2025-01-21 13:00:00,247.8,241.11
2025-01-21 13:15:00,247.8,241.52
2025-01-21 13:30:00,247.7,241.2
2025-01-21 13:45:00,248.2,241.34
2025-01-21 14:00:00,246.9,240.17
2025-01-21 14:15:00,251.4,244.74
2025-01-21 14:30:00,247.5,241.12
2025-01-21 14:45:00,245.7,239.15
2025-01-21 15:00:00,243.5,237.04
2025-01-21 15:15:00,245.8,239.45
2025-01-21 15:30:00,246.6,239.95
2025-01-21 15:45:00,247.7,240.92
2025-01-21 16:00:00,253.3,246.63
2025-01-21 16:15:00,252.0,244.97
2025-01-21 16:30:00,251.1,244.23
2025-01-21 16:45:00,250.6,243.82
2025-01-21 17:00:00,251.4,244.63
2025-01-21 17:15:00,252.6,245.63
2025-01-21 17:30:00,253.1,246.56
2025-01-21 17:45:00,255.9,249.12
2025-01-21 18:00:00,258.0,251.15
2025-01-21 18:15:00,258.7,251.85
2025-01-21 18:30:00,263.6,256.62
2025-01-21 18:45:00,266.5,259.43
2025-01-21 19:00:00,261.8,254.73
2025-01-21 19:15:00,262.0,254.81
2025-01-21 19:30:00,259.5,252.34
2025-01-21 19:45:00,260.1,253.41
2025-01-21 20:00:00,259.7,252.78
2025-01-21 20:15:00,262.1,255.11
2025-01-21 20:30:00,261.0,254.19
2025-01-21 20:45:00,260.4,253.37
2025-01-21 21:00:00,259.7,252.74
2025-01-21 21:15:00,260.1,253.13
2025-01-21 21:30:00,261.7,254.77
2025-01-21 21:45:00,260.7,253.76
2025-01-21 22:00:00,260.1,253.06
2025-01-21 22:15:00,261.1,254.42
2025-01-21 22:30:00,260.8,254.08
2025-01-21 22:45:00,256.3,249.38
2025-01-21 23:00:00,255.8,249.07
2025-01-21 23:15:00,253.8,247.09
2025-01-21 23:30:00,256.5,249.76
2025-01-21 23:45:00,257.3,250.33
2025-01-22 00:00:00,256.8,250.02
2025-01-22 00:15:00,256.7,249.88
2025-01-22 00:30:00,259.1,252.37
2025-01-22 00:45:00,259.6,252.71
2025-01-22 01:00:00,258.6,252.07
2025-01-22 01:15:00,259.5,252.84
2025-01-22 01:30:00,258.2,250.87
2025-01-22 01:45:00,258.9,252.12
2025-01-22 02:00:00,257.7,250.83
2025-01-22 02:15:00,258.5,251.56
2025-01-22 02:30:00,258.4,251.57
2025-01-22 02:45:00,259.0,252.25
2025-01-22 03:00:00,260.2,253.22
2025-01-22 03:15:00,263.8,256.63
2025-01-22 03:30:00,261.7,254.8
2025-01-22 03:45:00,261.2,254.11
2025-01-22 04:00:00,261.9,254.74
2025-01-22 04:15:00,261.3,254.47
2025-01-22 04:30:00,259.4,252.48
2025-01-22 04:45:00,262.7,255.62
2025-01-22 05:00:00,264.5,257.29
2025-01-22 05:15:00,263.6,256.4
