Pair,Total return (%),Number of trades,Non-stop loss win rate (%),Mean trade duration/Reversion speed from threshold (mins),Average entry beta,Mean Absolute Percent Delta Beta (%),Beta series returns std (%),Spread series z-score std (%),Average S1 trade returns (%),Average S2 trade returns (%)
GALA/USDT_2024_1m ~ GRT/USDT_2024_1m,35.847365898380474,149,67.78523489932886,333.40939597315435,0.10322350474156715,96.33550972139247,51.9708389390672,1.2692453324270632,0.4608833679557246,0.28643320861289073
