Pair,Total return (%),Number of trades,Non-stop loss win rate (%),Mean trade duration/Reversion speed from threshold (mins),Average entry beta,Mean Absolute Percent Delta Beta (%),Beta series returns std (%),Average S1 trade returns (%),Average S2 trade returns (%)
DOGEUSDT_2024_5m ~ LTCUSDT_2024_5m,-38.18743490148038,137,58.3941605839416,430.6204379562044,0.001547215996813508,102.61229275367353,66.4229000116394,0.053388110350642365,0.04675194025913894
