Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume
2025-02-05 10:00:00,97405.61000000,98040.71000000,97348.30000000,97734.96000000,916.77973000,2025-02-05 10:59:59.999,89653901.09916150,113069,409.47781000,40032891.55666740
2025-02-05 11:00:00,97734.97000000,98256.00000000,97708.00000000,98198.00000000,908.03831000,2025-02-05 11:59:59.999,89019535.74605710,115479,433.15899000,42459395.74654230
2025-02-05 12:00:00,98198.00000000,98710.38000000,97992.00000000,98057.61000000,1291.30146000,2025-02-05 12:59:59.999,127046310.12241010,143157,503.36257000,49543133.94960200
2025-02-05 13:00:00,98057.62000000,98683.82000000,97941.60000000,98570.01000000,801.11162000,2025-02-05 13:59:59.999,78762794.17232800,126787,391.79564000,38538182.80678120
2025-02-05 14:00:00,98570.00000000,99149.00000000,98121.81000000,98292.27000000,1394.10911000,2025-02-05 14:59:59.999,137567322.05118520,268144,687.97044000,67908159.43055120
2025-02-05 15:00:00,98292.27000000,98550.00000000,97734.69000000,98116.24000000,1705.48267000,2025-02-05 15:59:59.999,167331067.82617790,298604,665.57011000,65330583.65344600
2025-02-05 16:00:00,98116.24000000,98277.02000000,97326.99000000,97974.01000000,1327.04092000,2025-02-05 16:59:59.999,129776846.83751930,315172,681.07181000,66615455.47527200
2025-02-05 17:00:00,97974.01000000,98256.36000000,97349.98000000,97550.74000000,1048.82805000,2025-02-05 17:59:59.999,102426993.15357660,236728,378.69587000,36985797.46513450
2025-02-05 18:00:00,97550.12000000,97700.00000000,96517.22000000,96723.66000000,1407.67838000,2025-02-05 18:59:59.999,136624334.17597690,273917,601.32665000,58348780.83285890
2025-02-05 19:00:00,96723.66000000,97519.54000000,96500.00000000,97370.00000000,1038.45413000,2025-02-05 19:59:59.999,100779032.90111980,192075,520.56485000,50517004.96659230
2025-02-05 20:00:00,97370.00000000,97706.37000000,96870.39000000,97323.39000000,1258.92036000,2025-02-05 20:59:59.999,122664489.31991860,197693,518.54293000,50527148.50494020
2025-02-05 21:00:00,97323.40000000,97532.61000000,96769.23000000,96904.11000000,1234.05224000,2025-02-05 21:59:59.999,119982177.11116560,143022,344.18546000,33460108.88626320
2025-02-05 22:00:00,96904.11000000,97047.89000000,96241.12000000,96445.63000000,2445.99875000,2025-02-05 22:59:59.999,236325958.50687470,218658,668.09857000,64554110.61196560
2025-02-05 23:00:00,96445.64000000,96853.57000000,96155.00000000,96612.43000000,878.84383000,2025-02-05 23:59:59.999,84803304.82341630,166273,349.49800000,33732677.71387470
2025-02-06 00:00:00,96612.44000000,96999.26000000,96430.78000000,96826.96000000,983.47440000,2025-02-06 00:59:59.999,95172744.66175870,191075,576.55404000,55803185.15518100
2025-02-06 01:00:00,96826.97000000,97218.84000000,96639.65000000,97159.68000000,631.64258000,2025-02-06 01:59:59.999,61294577.02233550,145599,277.09462000,26888736.31147460
2025-02-06 02:00:00,97159.69000000,97458.02000000,97103.47000000,97364.08000000,505.10172000,2025-02-06 02:59:59.999,49136282.25788170,107467,243.08577000,23647006.07419160
2025-02-06 03:00:00,97364.09000000,97493.07000000,97073.36000000,97355.67000000,431.93324000,2025-02-06 03:59:59.999,42019110.88732310,73232,193.80262000,18853016.43034980
2025-02-06 04:00:00,97355.66000000,97860.85000000,97273.71000000,97617.01000000,450.85205000,2025-02-06 04:59:59.999,44001479.07584790,90872,269.01677000,26257101.85462790
2025-02-06 05:00:00,97617.02000000,97885.99000000,97600.00000000,97831.47000000,382.19163000,2025-02-06 05:59:59.999,37345593.61893800,49210,176.16390000,17215111.57311850
2025-02-06 06:00:00,97831.47000000,98436.61000000,97704.00000000,98386.89000000,681.94765000,2025-02-06 06:59:59.999,66926225.82544720,112475,369.56224000,36272284.31611080
2025-02-06 07:00:00,98386.90000000,98386.90000000,98012.73000000,98195.61000000,560.46930000,2025-02-06 07:59:59.999,55017635.70390750,75266,170.14462000,16702404.94300910
2025-02-06 08:00:00,98195.60000000,98321.84000000,97910.01000000,98128.43000000,415.07048000,2025-02-06 08:59:59.999,40724074.61783390,81241,191.60735000,18799745.84865730
2025-02-06 09:00:00,98128.42000000,98725.16000000,98110.70000000,98614.41000000,732.24998000,2025-02-06 09:59:59.999,72155977.27539230,109550,391.60825000,38585390.87160230
2025-02-06 10:00:00,98614.40000000,99040.00000000,98614.40000000,99013.30000000,796.00614000,2025-02-06 10:59:59.999,78667824.60200110,117186,482.68968000,47705677.12885270
2025-02-06 11:00:00,99013.30000000,99120.00000000,98405.00000000,98877.99000000,786.10715000,2025-02-06 11:59:59.999,77658076.46993550,143802,359.15540000,35487167.10945330
2025-02-06 12:00:00,98877.99000000,99040.09000000,98283.45000000,98346.09000000,860.66993000,2025-02-06 12:59:59.999,84864336.09355770,154197,337.99462000,33321797.30339170
2025-02-06 13:00:00,98346.09000000,98783.40000000,98166.70000000,98604.50000000,908.47146000,2025-02-06 13:59:59.999,89454846.14008300,170963,479.26000000,47201406.13706040
2025-02-06 14:00:00,98604.50000000,98924.09000000,97795.76000000,97835.98000000,1875.16497000,2025-02-06 14:59:59.999,184317041.67822170,378395,979.28684000,96291263.14132880
2025-02-06 15:00:00,97835.98000000,98064.34000000,96930.17000000,97333.09000000,2557.26573000,2025-02-06 15:59:59.999,249167944.50190150,467960,1213.24908000,118219490.28456910
2025-02-06 16:00:00,97333.09000000,97547.71000000,96400.00000000,96586.96000000,1720.11273000,2025-02-06 16:59:59.999,166733893.32379210,321206,705.08757000,68380236.09531990
2025-02-06 17:00:00,96586.96000000,97188.16000000,96340.81000000,96715.35000000,1010.11114000,2025-02-06 17:59:59.999,97682082.57692450,203406,525.15431000,50787447.50064860
2025-02-06 18:00:00,96715.35000000,96837.19000000,95888.00000000,96316.84000000,1582.11331000,2025-02-06 18:59:59.999,152387766.44441430,273501,789.57736000,76063834.69544200
2025-02-06 19:00:00,96316.83000000,96945.85000000,95676.64000000,95983.00000000,1722.22240000,2025-02-06 19:59:59.999,165718238.44001140,291959,812.34639000,78195701.37877900
2025-02-06 20:00:00,95982.99000000,97093.50000000,95800.00000000,96926.63000000,1109.34467000,2025-02-06 20:59:59.999,107032896.56316880,229769,589.51993000,56868510.42843030
2025-02-06 21:00:00,96926.63000000,96944.16000000,96093.35000000,96807.43000000,1623.48129000,2025-02-06 21:59:59.999,156827347.87793070,204904,524.45754000,50662187.22616000
2025-02-06 22:00:00,96807.43000000,96959.99000000,96154.70000000,96959.99000000,682.05363000,2025-02-06 22:59:59.999,65801412.95596270,134561,382.94350000,36949776.71434370
2025-02-06 23:00:00,96959.99000000,96959.99000000,96202.98000000,96554.35000000,507.14647000,2025-02-06 23:59:59.999,48964512.60298930,115011,222.16809000,21453160.85390650
2025-02-07 00:00:00,96554.35000000,96928.00000000,96409.65000000,96507.75000000,899.43427000,2025-02-07 00:59:59.999,86974391.12243550,164784,363.12347000,35109207.15916180
2025-02-07 01:00:00,96507.76000000,97805.60000000,96505.33000000,97404.01000000,938.87169000,2025-02-07 01:59:59.999,91252832.70707350,183674,566.77514000,55108923.93438150
2025-02-07 02:00:00,97404.01000000,97621.59000000,97047.59000000,97575.85000000,921.02017000,2025-02-07 02:59:59.999,89715881.92627840,171431,472.01451000,45982512.48726410
2025-02-07 03:00:00,97575.86000000,97772.00000000,97250.00000000,97444.04000000,397.34967000,2025-02-07 03:59:59.999,38740157.20686030,99166,192.62112000,18783266.20999580
2025-02-07 04:00:00,97444.04000000,97883.12000000,97383.63000000,97434.79000000,358.25754000,2025-02-07 04:59:59.999,34975688.41031060,101295,172.97985000,16890269.19566890
2025-02-07 05:00:00,97434.79000000,97543.42000000,97142.13000000,97338.20000000,422.13585000,2025-02-07 05:59:59.999,41075050.55760150,84335,126.43564000,12307676.34342690
2025-02-07 06:00:00,97338.20000000,97362.53000000,96566.00000000,96746.87000000,944.72455000,2025-02-07 06:59:59.999,91485917.19212920,180940,375.36301000,36351903.33782120
