pair,pvalue,score
BCH/USDT_2024_1m & DOGE/USDT_2024_1m,0.004477994905382085,-4.140724675732193
GALA/USDT_2024_1m & GRT/USDT_2024_1m,0.0056584346126191745,-4.071777010162084
ETC/USDT_2024_1m & MANA/USDT_2024_1m,0.036768939795893,-3.453269374723357
ETC/USDT_2024_1m & GRT/USDT_2024_1m,0.03931116297274038,-3.4282220191973654
ETC/USDT_2024_1m & WLD/USDT_2024_1m,0.042073698920692106,-3.4024986939429427
ETC/USDT_2024_1m & GALA/USDT_2024_1m,0.04657045022754893,-3.363490588274214
