Pair,Total Trade Return (%),Average Trade Return (%),Standard Deviation of Trade Returns (%),Max Drawdown (%),Total number of trades,Total Net Profit (€),Total Profit from S1 Leg (€),Total Profit from S2 Leg (€),Percentage Contribution from S1 Leg (%),Percentage Contribution from S2 Leg (%),Standard Deviation of S1 Returns (%),Standard Deviation of S2 Returns (%),Volatility_ratio S1 to S2,Average Trade Duration (minutes),Average Entry Beta,Average Beta Mismatch,Average Maximum Beta Mismatch,Average Assymetry Ratio,Average Trade Percent Change in S1 (%),Average Trade Percent Change in S2 (%),Average Spread Series,Standard Deviation of Spread Series Returns (%),Standard Deviation of Beta Series Returns (%)
XRPUSDT_2024_5m ~ ADAUSDT_2024_5m,21.144804177103474,0.1705226143314796,1.296307655901716,-1080.1222257196555,124,2114.4804177103474,1006.0792242705452,1108.4011934398025,47.58044651744622,52.419553482553795,0.23291781476373197,0.27002770398683296,0.8625700671627733,378.75,0.47579482528313016,1.4571897739974053,11.506896757838224,14.545387863786186,-0.008074984993903722,0.19532384698496794,0.00031813056405798805,9845.511643218297,123.45223851934412
