Pair,Total Trade Return (%),Average Trade Return (%),Standard Deviation of Trade Returns (%),Max Drawdown (%),Total number of trades,Total Net Profit (€),Total Profit from S1 Leg (€),Total Profit from S2 Leg (€),Percentage Contribution from S1 Leg (%),Percentage Contribution from S2 Leg (%),Standard Deviation of S1 Returns (%),Standard Deviation of S2 Returns (%),Volatility_ratio S1 to S2,Average Trade Duration (minutes),Average Entry Beta,Average Beta Mismatch,Average Maximum Beta Mismatch,Average Assymetry Ratio,Average Trade Percent Change in S1 (%),Average Trade Percent Change in S2 (%),Average Spread Series,Standard Deviation of Spread Series Returns (%),Standard Deviation of Beta Series Returns (%)
GALA/USDT_2024_1m ~ GRT/USDT_2024_1m,35.847365898380495,0.24058634831127845,3.669487199005688,-119.12159392108832,149,3584.736589838047,3386.5838742854735,198.15271555257658,94.47232144994157,5.527678550058508,0.17829722298039802,0.16082806755026738,1.1086200667347483,333.40939597315435,0.10322350474156715,0.22021520181714438,1.9792378311186163,17.07261397654422,0.4608833679557246,0.05630447441862292,0.00013177942351406136,10369.25578704775,51.9708389390672
