Pair,Total return (%),Number of trades,Non-stop loss win rate (%),Mean trade duration/Reversion speed from threshold (mins),Average entry beta,Mean Absolute Percent Delta Beta (%),Beta series returns std (%),Average S1 trade returns (%),Average S2 trade returns (%)
NEXOUSDT_2024_5m ~ BTCUSDT_2024_5m,97.36706816604138,136,73.52941176470588,278.0147058823529,2.171809410147444e-05,116.234374407132,90.76285987910506,0.24549491639281673,0.2139489632808448
